"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Monroe County, WV"	"54063"	3280	270630	1212.0
	"Morgan County, WV"	"54065"	3890	336356	1156.5
	"Nicholas County, WV"	"54067"	6393	519991	1229.4
	"Ohio County, WV"	"54069"	11858	891967	1329.4
	"Pendleton County, WV"	"54071"	1856	153855	1206.3
	"Pleasants County, WV"	"54073"	1806	152364	1185.3
	"Pocahontas County, WV"	"54075"	2235	176221	1268.3
	"Preston County, WV"	"54077"	6896	646717	1066.3
	"Putnam County, WV"	"54079"	10277	1093281	940.0
	"Raleigh County, WV"	"54081"	19496	1562186	1248.0
	"Randolph County, WV"	"54083"	6972	579005	1204.1
	"Ritchie County, WV"	"54085"	2527	205310	1230.8
	"Roane County, WV"	"54087"	3774	298743	1263.3
	"Summers County, WV"	"54089"	3658	272364	1343.1
	"Taylor County, WV"	"54091"	3809	332153	1146.8
	"Tucker County, WV"	"54093"	1781	142335	1251.3
	"Tyler County, WV"	"54095"	2323	185202	1254.3
	"Upshur County, WV"	"54097"	5297	481220	1100.7
	"Wayne County, WV"	"54099"	9603	841448	1141.2
	"Webster County, WV"	"54101"	2394	183586	1304.0
	"Wetzel County, WV"	"54103"	4346	332172	1308.4
	"Wirt County, WV"	"54105"	1170	116246	1006.5
	"Wood County, WV"	"54107"	20472	1733942	1180.7
	"Wyoming County, WV"	"54109"	6294	473709	1328.7
	"Adams County, WI"	"55001"	4932	408541	1207.2
	"Ashland County, WI"	"55003"	3828	324825	1178.5
	"Barron County, WI"	"55005"	9747	911355	1069.5
	"Bayfield County, WI"	"55007"	3107	301443	1030.7
	"Brown County, WI"	"55009"	34729	4903505	708.2
	"Buffalo County, WI"	"55011"	2652	271480	976.9
	"Burnett County, WI"	"55013"	3600	312642	1151.5
	"Calumet County, WI"	"55015"	6263	939781	666.4
	"Chippewa County, WI"	"55017"	10717	1212564	883.8
	"Clark County, WI"	"55019"	6646	686585	968.0
	"Columbia County, WI"	"55021"	10345	1112370	930.0
	"Crawford County, WI"	"55023"	3485	334504	1041.8
