"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Madison County, IL"	"17119"	62	265759	23.3
	"Peoria County, IL"	"17143"	31	185006	16.8
	"St. Clair County, IL"	"17163"	36	262759	13.7
	"Sangamon County, IL"	"17167"	25	197499	12.7
	"Tazewell County, IL"	"17179"	22	134385	16.4
	"Vermilion County, IL"	"17183"	16	78111	Unreliable
	"Will County, IL"	"17197"	106	689529	15.4
	"Winnebago County, IL"	"17201"	82	285873	28.7
	"Allen County, IN"	"18003"	20	370404	5.4
	"Boone County, IN"	"18011"	14	64653	Unreliable
	"Clark County, IN"	"18019"	32	116031	27.6
	"Dearborn County, IN"	"18029"	12	49331	Unreliable
	"Delaware County, IN"	"18035"	13	115603	Unreliable
	"Elkhart County, IN"	"18039"	12	203781	Unreliable
	"Floyd County, IN"	"18043"	22	76990	28.6
	"Hamilton County, IN"	"18057"	20	316373	6.3
	"Hendricks County, IN"	"18063"	17	160610	Unreliable
	"Howard County, IN"	"18067"	10	82568	Unreliable
	"Lake County, IN"	"18089"	58	485846	11.9
	"Madison County, IN"	"18095"	21	129296	16.2
	"Marion County, IN"	"18097"	153	941229	16.3
	"Monroe County, IN"	"18105"	15	145496	Unreliable
	"Morgan County, IN"	"18109"	15	69698	Unreliable
	"Porter County, IN"	"18127"	28	167791	16.7
	"Randolph County, IN"	"18135"	11	25082	Unreliable
	"St. Joseph County, IN"	"18141"	34	269141	12.6
	"Scott County, IN"	"18143"	16	23730	Unreliable
	"Tippecanoe County, IN"	"18157"	18	188059	Unreliable
	"Vanderburgh County, IN"	"18163"	36	181721	19.8
	"Wayne County, IN"	"18177"	31	66568	46.6
	"Dubuque County, IA"	"19061"	13	97003	Unreliable
	"Johnson County, IA"	"19103"	10	146547	Unreliable
	"Linn County, IA"	"19113"	10	221661	Unreliable
	"Polk County, IA"	"19153"	44	474045	9.3
	"Scott County, IA"	"19163"	23	172474	13.3
	"Johnson County, KS"	"20091"	43	584451	7.4
	"Sedgwick County, KS"	"20173"	44	511995	8.6
	"Shawnee County, KS"	"20177"	14	178146	Unreliable
	"Boone County, KY"	"21015"	26	128536	20.2
	"Boyd County, KY"	"21019"	25	48132	51.9
	"Boyle County, KY"	"21021"	12	30018	Unreliable
	"Campbell County, KY"	"21037"	54	92211	58.6
	"Daviess County, KY"	"21059"	10	99674	Unreliable
	"Fayette County, KY"	"21067"	104	318449	32.7
	"Floyd County, KY"	"21071"	12	37110	Unreliable
	"Franklin County, KY"	"21073"	11	50560	Unreliable
	"Grant County, KY"	"21081"	16	24923	Unreliable
	"Hardin County, KY"	"21093"	21	107316	19.6
	"Harrison County, KY"	"21097"	22	18646	118.0
	"Jefferson County, KY"	"21111"	183	765352	23.9
	"Jessamine County, KY"	"21113"	18	52357	Unreliable
	"Kenton County, KY"	"21117"	70	164945	42.4
	"Madison County, KY"	"21151"	26	89547	29.0
	"Montgomery County, KY"	"21173"	10	27771	Unreliable
	"Pike County, KY"	"21195"	16	60555	Unreliable
	"Scott County, KY"	"21209"	17	53972	Unreliable
	"Shelby County, KY"	"21211"	11	46408	Unreliable
	"Warren County, KY"	"21227"	11	125532	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	28	447037	6.3
	"Jefferson Parish, LA"	"22051"	106	436523	24.3
	"Livingston Parish, LA"	"22063"	20	140138	14.3
	"Orleans Parish, LA"	"22071"	28	391495	7.2
	"Rapides Parish, LA"	"22079"	16	132424	Unreliable
	"St. Tammany Parish, LA"	"22103"	50	253602	19.7
	"Washington Parish, LA"	"22117"	15	46310	Unreliable
	"Androscoggin County, ME"	"23001"	23	107319	21.4
	"Aroostook County, ME"	"23003"	14	67959	Unreliable
	"Cumberland County, ME"	"23005"	57	292041	19.5
	"Hancock County, ME"	"23009"	15	54419	Unreliable
	"Kennebec County, ME"	"23011"	27	120569	22.4
	"Oxford County, ME"	"23017"	10	57217	Unreliable
	"Penobscot County, ME"	"23019"	39	151806	25.7
	"Somerset County, ME"	"23025"	13	50915	Unreliable
	"Washington County, ME"	"23029"	22	31450	70.0
	"York County, ME"	"23031"	59	202343	29.2
	"Allegany County, MD"	"24001"	42	72130	58.2
	"Anne Arundel County, MD"	"24003"	201	568346	35.4
	"Baltimore County, MD"	"24005"	349	831026	42.0
	"Calvert County, MD"	"24009"	31	91251	34.0
	"Caroline County, MD"	"24011"	15	32850	Unreliable
	"Carroll County, MD"	"24013"	56	167656	33.4
	"Cecil County, MD"	"24015"	41	102603	40.0
	"Charles County, MD"	"24017"	36	157705	22.8
	"Frederick County, MD"	"24021"	91	247591	36.8
	"Harford County, MD"	"24025"	82	251032	32.7
	"Howard County, MD"	"24027"	49	317233	15.4
	"Montgomery County, MD"	"24031"	97	1043863	9.3
	"Prince George's County, MD"	"24033"	107	908049	11.8
	"Queen Anne's County, MD"	"24035"	11	48929	Unreliable
	"St. Mary's County, MD"	"24037"	20	112587	17.8
	"Washington County, MD"	"24043"	61	150292	40.6
	"Wicomico County, MD"	"24045"	35	102577	34.1
	"Worcester County, MD"	"24047"	19	51444	Unreliable
	"Baltimore city, MD"	"24510"	482	614664	78.4
	"Barnstable County, MA"	"25001"	74	214276	34.5
	"Berkshire County, MA"	"25003"	38	126903	29.9
	"Bristol County, MA"	"25005"	232	558324	41.6
	"Essex County, MA"	"25009"	258	779018	33.1
	"Franklin County, MA"	"25011"	14	70382	Unreliable
	"Hampden County, MA"	"25013"	130	468467	27.8
	"Hampshire County, MA"	"25015"	35	161816	21.6
	"Middlesex County, MA"	"25017"	384	1589774	24.2
	"Norfolk County, MA"	"25021"	207	697181	29.7
	"Plymouth County, MA"	"25023"	183	513565	35.6
	"Suffolk County, MA"	"25025"	243	784230	31.0
	"Worcester County, MA"	"25027"	194	819589	23.7
	"Allegan County, MI"	"26005"	12	115548	Unreliable
	"Bay County, MI"	"26017"	25	104747	23.9
	"Berrien County, MI"	"26021"	23	154010	14.9
	"Calhoun County, MI"	"26025"	40	134386	29.8
	"Eaton County, MI"	"26045"	18	109160	Unreliable
	"Genesee County, MI"	"26049"	114	408615	27.9
	"Grand Traverse County, MI"	"26055"	10	92084	Unreliable
	"Ingham County, MI"	"26065"	68	288051	23.6
	"Isabella County, MI"	"26073"	14	71282	Unreliable
	"Jackson County, MI"	"26075"	10	158460	Unreliable
	"Kalamazoo County, MI"	"26077"	57	261654	21.8
	"Kent County, MI"	"26081"	65	642173	10.1
	"Lapeer County, MI"	"26087"	13	88340	Unreliable
	"Lenawee County, MI"	"26091"	18	98504	Unreliable
	"Livingston County, MI"	"26093"	31	188624	16.4
	"Macomb County, MI"	"26099"	265	867730	30.5
	"Marquette County, MI"	"26103"	10	66435	Unreliable
	"Monroe County, MI"	"26115"	44	149208	29.5
	"Muskegon County, MI"	"26121"	33	173408	19.0
	"Oakland County, MI"	"26125"	52	1243970	4.2
	"Ottawa County, MI"	"26139"	32	282250	11.3
	"Saginaw County, MI"	"26145"	34	192326	17.7
	"St. Clair County, MI"	"26147"	55	159587	34.5
	"Washtenaw County, MI"	"26161"	61	364709	16.7
	"Wayne County, MI"	"26163"	604	1749366	34.5
	"Anoka County, MN"	"27003"	30	345957	8.7
	"Dakota County, MN"	"27037"	30	417486	7.2
	"Hennepin County, MN"	"27053"	167	1232483	13.5
	"Ramsey County, MN"	"27123"	52	540649	9.6
	"St. Louis County, MN"	"27137"	26	199980	13.0
	"Scott County, MN"	"27139"	11	143680	Unreliable
	"Stearns County, MN"	"27145"	10	155652	Unreliable
	"Washington County, MN"	"27163"	14	253117	Unreliable
	"DeSoto County, MS"	"28033"	29	175611	16.5
	"Hancock County, MS"	"28045"	11	46791	Unreliable
	"Harrison County, MS"	"28047"	22	203234	10.8
	"Hinds County, MS"	"28049"	10	241229	Unreliable
	"Jackson County, MS"	"28059"	13	141241	Unreliable
	"Rankin County, MS"	"28121"	18	150228	Unreliable
	"Boone County, MO"	"29019"	15	176594	Unreliable
	"Clay County, MO"	"29047"	27	239085	11.3
	"Franklin County, MO"	"29071"	39	102838	37.9
	"Greene County, MO"	"29077"	47	288690	16.3
	"Jackson County, MO"	"29095"	59	691801	8.5
	"Jefferson County, MO"	"29099"	83	224226	37.0
	"Lincoln County, MO"	"29113"	12	55267	Unreliable
	"Pulaski County, MO"	"29169"	13	52654	Unreliable
	"St. Charles County, MO"	"29183"	71	390918	18.2
	"St. Francois County, MO"	"29187"	10	66627	Unreliable
	"St. Louis County, MO"	"29189"	241	998581	24.1
	"St. Louis city, MO"	"29510"	188	311404	60.4
	"Yellowstone County, MT"	"30111"	10	158437	Unreliable
	"Douglas County, NE"	"31055"	26	554995	4.7
	"Clark County, NV"	"32003"	294	2155664	13.6
	"Nye County, NV"	"32023"	12	43423	Unreliable
	"Washoe County, NV"	"32031"	78	453616	17.2
	"Belknap County, NH"	"33001"	17	60779	Unreliable
	"Carroll County, NH"	"33003"	15	47289	Unreliable
	"Cheshire County, NH"	"33005"	18	75774	Unreliable
	"Grafton County, NH"	"33009"	12	88888	Unreliable
	"Hillsborough County, NH"	"33011"	183	407761	44.9
	"Merrimack County, NH"	"33013"	37	148582	24.9
	"Rockingham County, NH"	"33015"	101	303251	33.3
	"Strafford County, NH"	"33017"	48	127428	37.7
	"Sullivan County, NH"	"33019"	10	43004	Unreliable
	"Atlantic County, NJ"	"34001"	83	270991	30.6
	"Bergen County, NJ"	"34003"	101	939151	10.8
	"Burlington County, NJ"	"34005"	37	449284	8.2
	"Camden County, NJ"	"34007"	12	510150	Unreliable
	"Cape May County, NJ"	"34009"	21	94430	22.2
	"Cumberland County, NJ"	"34011"	46	153797	29.9
	"Essex County, NJ"	"34013"	187	796914	23.5
	"Gloucester County, NJ"	"34015"	11	292330	Unreliable
	"Hudson County, NJ"	"34017"	96	677983	14.2
	"Hunterdon County, NJ"	"34019"	17	124676	Unreliable
	"Mercer County, NJ"	"34021"	51	371023	13.7
	"Middlesex County, NJ"	"34023"	163	837073	19.5
	"Monmouth County, NJ"	"34025"	147	625846	23.5
	"Morris County, NJ"	"34027"	70	498423	14.0
	"Ocean County, NJ"	"34029"	188	592497	31.7
	"Passaic County, NJ"	"34031"	88	507945	17.3
	"Somerset County, NJ"	"34035"	45	333751	13.5
	"Sussex County, NJ"	"34037"	35	142522	24.6
	"Union County, NJ"	"34039"	75	555630	13.5
	"Warren County, NJ"	"34041"	32	106617	30.0
	"Bernalillo County, NM"	"35001"	148	676953	21.9
	"Dona Ana County, NM"	"35013"	25	214207	11.7
	"Rio Arriba County, NM"	"35039"	31	40040	77.4
	"Sandoval County, NM"	"35043"	15	142025	Unreliable
	"San Juan County, NM"	"35045"	12	115079	Unreliable
	"Santa Fe County, NM"	"35049"	34	148651	22.9
	"Valencia County, NM"	"35061"	17	75626	Unreliable
	"Albany County, NY"	"36001"	26	308846	8.4
	"Bronx County, NY"	"36005"	284	1455720	19.5
	"Broome County, NY"	"36007"	55	195334	28.2
	"Cayuga County, NY"	"36011"	16	77861	Unreliable
	"Chautauqua County, NY"	"36013"	22	129504	17.0
	"Clinton County, NY"	"36019"	10	81073	Unreliable
	"Columbia County, NY"	"36021"	14	60989	Unreliable
	"Cortland County, NY"	"36023"	10	48070	Unreliable
	"Delaware County, NY"	"36025"	10	45523	Unreliable
	"Dutchess County, NY"	"36027"	54	294473	18.3
	"Erie County, NY"	"36029"	274	921046	29.7
	"Genesee County, NY"	"36037"	15	58482	Unreliable
	"Greene County, NY"	"36039"	13	47508	Unreliable
	"Jefferson County, NY"	"36045"	18	114006	Unreliable
	"Kings County, NY"	"36047"	281	2629150	10.7
	"Madison County, NY"	"36053"	14	71329	Unreliable
	"Monroe County, NY"	"36055"	119	747727	15.9
	"Nassau County, NY"	"36059"	189	1361500	13.9
	"New York County, NY"	"36061"	213	1643734	13.0
	"Niagara County, NY"	"36063"	43	211758	20.3
	"Oneida County, NY"	"36065"	54	231190	23.4
	"Onondaga County, NY"	"36067"	127	466194	27.2
	"Ontario County, NY"	"36069"	15	109828	Unreliable
	"Orange County, NY"	"36071"	75	379210	19.8
	"Oswego County, NY"	"36075"	25	118987	21.0
	"Otsego County, NY"	"36077"	11	60097	Unreliable
	"Putnam County, NY"	"36079"	23	98900	23.3
	"Queens County, NY"	"36081"	197	2333054	8.4
	"Rensselaer County, NY"	"36083"	12	160070	Unreliable
	"Richmond County, NY"	"36085"	109	476015	22.9
	"Rockland County, NY"	"36087"	39	326780	11.9
	"St. Lawrence County, NY"	"36089"	14	110038	Unreliable
	"Saratoga County, NY"	"36091"	10	227053	Unreliable
	"Schenectady County, NY"	"36093"	26	154553	16.8
	"Steuben County, NY"	"36101"	14	96940	Unreliable
	"Suffolk County, NY"	"36103"	357	1492583	23.9
	"Sullivan County, NY"	"36105"	16	74801	Unreliable
	"Tompkins County, NY"	"36109"	14	104871	Unreliable
	"Ulster County, NY"	"36111"	58	179225	32.4
	"Westchester County, NY"	"36119"	133	974542	13.6
	"Alamance County, NC"	"37001"	16	159688	Unreliable
	"Brunswick County, NC"	"37019"	34	126953	26.8
	"Buncombe County, NC"	"37021"	48	256088	18.7
	"Burke County, NC"	"37023"	27	88851	30.4
	"Cabarrus County, NC"	"37025"	41	201590	20.3
	"Caldwell County, NC"	"37027"	21	81449	25.8
	"Carteret County, NC"	"37031"	20	68890	29.0
	"Catawba County, NC"	"37035"	37	156459	23.6
	"Cleveland County, NC"	"37045"	10	97144	Unreliable
	"Columbus County, NC"	"37047"	13	56505	Unreliable
	"Craven County, NC"	"37049"	31	103445	30.0
	"Cumberland County, NC"	"37051"	50	327127	15.3
	"Davidson County, NC"	"37057"	34	164926	20.6
	"Davie County, NC"	"37059"	15	42013	Unreliable
	"Durham County, NC"	"37063"	20	306212	6.5
	"Forsyth County, NC"	"37067"	57	371511	15.3
	"Gaston County, NC"	"37071"	58	216965	26.7
	"Granville County, NC"	"37077"	12	59031	Unreliable
	"Guilford County, NC"	"37081"	75	521330	14.4
	"Harnett County, NC"	"37085"	14	130881	Unreliable
	"Haywood County, NC"	"37087"	10	60682	Unreliable
	"Henderson County, NC"	"37089"	11	114209	Unreliable
	"Iredell County, NC"	"37097"	26	172916	15.0
	"Jackson County, NC"	"37099"	12	42241	Unreliable
	"Johnston County, NC"	"37101"	18	191450	Unreliable
	"Lincoln County, NC"	"37109"	16	81168	Unreliable
	"McDowell County, NC"	"37111"	14	45075	Unreliable
	"Mecklenburg County, NC"	"37119"	128	1054835	12.1
	"Moore County, NC"	"37125"	14	95776	Unreliable
	"Nash County, NC"	"37127"	23	94005	24.5
	"New Hanover County, NC"	"37129"	63	223483	28.2
	"Onslow County, NC"	"37133"	37	187136	19.8
	"Orange County, NC"	"37135"	11	141796	Unreliable
	"Pender County, NC"	"37141"	15	59090	Unreliable
	"Pitt County, NC"	"37147"	28	177220	15.8
	"Randolph County, NC"	"37151"	31	143416	21.6
	"Robeson County, NC"	"37155"	14	133235	Unreliable
	"Rockingham County, NC"	"37157"	22	91393	24.1
	"Rowan County, NC"	"37159"	37	139933	26.4
	"Stokes County, NC"	"37169"	14	46097	Unreliable
	"Surry County, NC"	"37171"	10	72113	Unreliable
	"Union County, NC"	"37179"	21	226606	9.3
	"Wake County, NC"	"37183"	97	1046791	9.3
	"Wayne County, NC"	"37191"	16	124150	Unreliable
	"Wilkes County, NC"	"37193"	28	68740	40.7
	"Wilson County, NC"	"37195"	12	81661	Unreliable
	"Cass County, ND"	"38017"	24	175249	13.7
	"Adams County, OH"	"39001"	12	27907	Unreliable
	"Allen County, OH"	"39003"	21	103742	20.2
	"Ashland County, OH"	"39005"	11	53652	Unreliable
	"Ashtabula County, OH"	"39007"	39	98231	39.7
	"Belmont County, OH"	"39013"	13	68673	Unreliable
	"Brown County, OH"	"39015"	17	43759	Unreliable
	"Butler County, OH"	"39017"	199	377537	52.7
	"Champaign County, OH"	"39021"	11	38747	Unreliable
	"Clark County, OH"	"39023"	70	134786	51.9
	"Clermont County, OH"	"39025"	93	203022	45.8
	"Clinton County, OH"	"39027"	13	41902	Unreliable
	"Columbiana County, OH"	"39029"	10	103685	Unreliable
	"Cuyahoga County, OH"	"39035"	521	1249352	41.7
	"Darke County, OH"	"39037"	20	51778	38.6
	"Delaware County, OH"	"39041"	12	196463	Unreliable
	"Erie County, OH"	"39043"	29	75107	38.6
	"Fairfield County, OH"	"39045"	25	152597	16.4
	"Franklin County, OH"	"39049"	279	1264518	22.1
	"Fulton County, OH"	"39051"	11	42514	Unreliable
	"Gallia County, OH"	"39053"	11	30015	Unreliable
	"Geauga County, OH"	"39055"	24	94060	25.5
	"Greene County, OH"	"39057"	44	164765	26.7
	"Guernsey County, OH"	"39059"	10	39063	Unreliable
	"Hamilton County, OH"	"39061"	322	809099	39.8
	"Hancock County, OH"	"39063"	15	75872	Unreliable
	"Highland County, OH"	"39071"	15	43029	Unreliable
	"Huron County, OH"	"39077"	15	58439	Unreliable
	"Lake County, OH"	"39085"	92	228614	40.2
	"Lawrence County, OH"	"39087"	25	60872	41.1
	"Licking County, OH"	"39089"	14	172198	Unreliable
	"Logan County, OH"	"39091"	14	45165	Unreliable
	"Lorain County, OH"	"39093"	119	306365	38.8
	"Lucas County, OH"	"39095"	136	432488	31.4
	"Madison County, OH"	"39097"	13	43419	Unreliable
	"Mahoning County, OH"	"39099"	76	230008	33.0
	"Marion County, OH"	"39101"	21	65096	32.3
	"Medina County, OH"	"39103"	41	177221	23.1
	"Miami County, OH"	"39109"	27	104679	25.8
	"Montgomery County, OH"	"39113"	299	531239	56.3
	"Ottawa County, OH"	"39123"	13	40636	Unreliable
	"Portage County, OH"	"39133"	41	161921	25.3
	"Preble County, OH"	"39135"	20	41247	48.5
	"Richland County, OH"	"39139"	58	121107	47.9
	"Ross County, OH"	"39141"	42	77000	54.5
	"Sandusky County, OH"	"39143"	15	59330	Unreliable
	"Scioto County, OH"	"39145"	24	76088	31.5
	"Shelby County, OH"	"39149"	15	48623	Unreliable
	"Stark County, OH"	"39151"	109	373612	29.2
	"Summit County, OH"	"39153"	248	540300	45.9
	"Trumbull County, OH"	"39155"	98	201825	48.6
	"Tuscarawas County, OH"	"39157"	11	92420	Unreliable
	"Warren County, OH"	"39165"	48	227063	21.1
	"Washington County, OH"	"39167"	14	60610	Unreliable
	"Wayne County, OH"	"39169"	38	116470	32.6
	"Wood County, OH"	"39173"	19	130219	Unreliable
	"Bryan County, OK"	"40013"	10	45573	Unreliable
	"Cherokee County, OK"	"40021"	10	48700	Unreliable
	"Cleveland County, OK"	"40027"	29	278655	10.4
	"Comanche County, OK"	"40031"	10	122136	Unreliable
	"Creek County, OK"	"40037"	10	71312	Unreliable
	"Le Flore County, OK"	"40079"	11	49873	Unreliable
	"Muskogee County, OK"	"40101"	15	69477	Unreliable
	"Oklahoma County, OK"	"40109"	88	782970	11.2
	"Tulsa County, OK"	"40143"	83	642940	12.9
