"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Duval County, FL"	"12031"	383	937934	40.8
	"Escambia County, FL"	"12033"	34	313512	10.8
	"Flagler County, FL"	"12035"	15	110510	Unreliable
	"Hernando County, FL"	"12053"	27	186553	14.5
	"Hillsborough County, FL"	"12057"	188	1408566	13.3
	"Indian River County, FL"	"12061"	11	154383	Unreliable
	"Lake County, FL"	"12069"	72	346017	20.8
	"Lee County, FL"	"12071"	209	739224	28.3
	"Leon County, FL"	"12073"	18	290292	Unreliable
	"Manatee County, FL"	"12081"	110	385571	28.5
	"Marion County, FL"	"12083"	103	354353	29.1
	"Martin County, FL"	"12085"	23	159923	14.4
	"Miami-Dade County, FL"	"12086"	260	2751796	9.4
	"Monroe County, FL"	"12087"	16	77013	Unreliable
	"Nassau County, FL"	"12089"	22	82721	26.6
	"Okaloosa County, FL"	"12091"	28	202970	13.8
	"Orange County, FL"	"12095"	181	1348975	13.4
	"Osceola County, FL"	"12097"	58	352180	16.5
	"Palm Beach County, FL"	"12099"	400	1471150	27.2
	"Pasco County, FL"	"12101"	73	525643	13.9
	"Pinellas County, FL"	"12103"	110	970637	11.3
	"Polk County, FL"	"12105"	45	686483	6.6
	"St. Johns County, FL"	"12109"	34	243812	13.9
	"St. Lucie County, FL"	"12111"	39	313506	12.4
	"Santa Rosa County, FL"	"12113"	22	174272	12.6
	"Sarasota County, FL"	"12115"	93	419119	22.2
	"Seminole County, FL"	"12117"	102	462659	22.0
	"Volusia County, FL"	"12127"	135	538692	25.1
	"Bartow County, GA"	"13015"	17	105054	Unreliable
	"Bibb County, GA"	"13021"	13	152862	Unreliable
	"Carroll County, GA"	"13045"	24	117812	20.4
	"Catoosa County, GA"	"13047"	11	66550	Unreliable
	"Chatham County, GA"	"13051"	27	290501	9.3
	"Cherokee County, GA"	"13057"	36	247573	14.5
	"Clayton County, GA"	"13063"	23	285153	8.1
	"Cobb County, GA"	"13067"	121	755754	16.0
	"Columbia County, GA"	"13073"	21	151579	13.9
	"Coweta County, GA"	"13077"	18	143114	Unreliable
	"DeKalb County, GA"	"13089"	49	753253	6.5
	"Douglas County, GA"	"13097"	22	143882	15.3
	"Forsyth County, GA"	"13117"	22	227967	9.7
	"Fulton County, GA"	"13121"	109	1041423	10.5
	"Glynn County, GA"	"13127"	10	85282	Unreliable
	"Gwinnett County, GA"	"13135"	82	920260	8.9
	"Hall County, GA"	"13139"	24	199335	12.0
	"Henry County, GA"	"13151"	23	225813	10.2
	"Jackson County, GA"	"13157"	10	67519	Unreliable
	"Muscogee County, GA"	"13215"	14	194058	Unreliable
	"Newton County, GA"	"13217"	12	108078	Unreliable
	"Paulding County, GA"	"13223"	21	159445	13.2
	"Richmond County, GA"	"13245"	33	201800	16.4
	"Walton County, GA"	"13297"	11	91600	Unreliable
	"Whitfield County, GA"	"13313"	12	104658	Unreliable
	"Honolulu County, HI"	"15003"	49	988650	5.0
	"Maui County, HI"	"15009"	13	166260	Unreliable
	"Ada County, ID"	"16001"	40	456849	8.8
	"Bannock County, ID"	"16005"	21	85269	24.6
	"Kootenai County, ID"	"16055"	16	157637	Unreliable
	"Boone County, IL"	"17007"	12	53513	Unreliable
	"Champaign County, IL"	"17019"	28	209399	13.4
	"Cook County, IL"	"17031"	1053	5211263	20.2
	"DeKalb County, IL"	"17037"	16	104733	Unreliable
	"DuPage County, IL"	"17043"	125	930128	13.4
	"Franklin County, IL"	"17055"	13	39041	Unreliable
	"Jersey County, IL"	"17083"	12	21941	Unreliable
	"Kane County, IL"	"17089"	71	534667	13.3
	"Kankakee County, IL"	"17091"	25	109605	22.8
	"Kendall County, IL"	"17093"	14	126218	Unreliable
	"Lake County, IL"	"17097"	59	703520	8.4
	"LaSalle County, IL"	"17099"	34	110067	30.9
	"McHenry County, IL"	"17111"	76	309122	24.6
	"McLean County, IL"	"17113"	27	172290	15.7
	"Macon County, IL"	"17115"	11	105801	Unreliable
	"Madison County, IL"	"17119"	84	265428	31.6
	"Peoria County, IL"	"17143"	47	183011	25.7
	"Rock Island County, IL"	"17161"	19	144808	Unreliable
	"St. Clair County, IL"	"17163"	21	262479	8.0
	"Sangamon County, IL"	"17167"	41	196452	20.9
	"Tazewell County, IL"	"17179"	29	133526	21.7
	"Vermilion County, IL"	"17183"	21	77909	27.0
	"Will County, IL"	"17197"	128	692661	18.5
	"Williamson County, IL"	"17199"	14	67328	Unreliable
	"Winnebago County, IL"	"17201"	85	284778	29.8
	"Allen County, IN"	"18003"	42	372877	11.3
	"Bartholomew County, IN"	"18005"	19	82040	Unreliable
	"Clark County, IN"	"18019"	47	116973	40.2
	"Delaware County, IN"	"18035"	11	115184	Unreliable
	"Elkhart County, IN"	"18039"	19	205032	Unreliable
	"Fayette County, IN"	"18041"	14	23209	Unreliable
	"Floyd County, IN"	"18043"	29	77071	37.6
	"Grant County, IN"	"18053"	10	66491	Unreliable
	"Hamilton County, IN"	"18057"	36	323747	11.1
	"Hendricks County, IN"	"18063"	23	163685	14.1
	"Howard County, IN"	"18067"	23	82363	27.9
	"Jackson County, IN"	"18071"	12	43884	Unreliable
	"Jay County, IN"	"18075"	12	20945	Unreliable
	"Johnson County, IN"	"18081"	10	153897	Unreliable
	"Kosciusko County, IN"	"18085"	16	79206	Unreliable
	"Lake County, IN"	"18089"	121	485640	24.9
	"La Porte County, IN"	"18091"	15	110029	Unreliable
	"Madison County, IN"	"18095"	33	129498	25.5
	"Marion County, IN"	"18097"	224	950082	23.6
	"Monroe County, IN"	"18105"	18	146986	Unreliable
	"Montgomery County, IN"	"18107"	10	38525	Unreliable
	"Morgan County, IN"	"18109"	13	69713	Unreliable
	"Porter County, IN"	"18127"	41	168404	24.3
	"Randolph County, IN"	"18135"	15	24922	Unreliable
	"St. Joseph County, IN"	"18141"	63	270434	23.3
	"Starke County, IN"	"18149"	15	22893	Unreliable
	"Tippecanoe County, IN"	"18157"	21	190587	11.0
	"Vanderburgh County, IN"	"18163"	48	181616	26.4
	"Wabash County, IN"	"18169"	11	31443	Unreliable
	"Wayne County, IN"	"18177"	55	66185	83.1
	"Linn County, IA"	"19113"	19	224115	Unreliable
	"Polk County, IA"	"19153"	63	481830	13.1
	"Scott County, IA"	"19163"	22	172509	12.8
	"Douglas County, KS"	"20045"	12	120793	Unreliable
	"Johnson County, KS"	"20091"	29	591178	4.9
	"Sedgwick County, KS"	"20173"	47	513687	9.1
	"Shawnee County, KS"	"20177"	11	178187	Unreliable
	"Anderson County, KY"	"21005"	10	22544	Unreliable
	"Boone County, KY"	"21015"	40	130728	30.6
	"Boyd County, KY"	"21019"	27	47979	56.3
	"Bullitt County, KY"	"21029"	29	80246	36.1
	"Campbell County, KY"	"21037"	66	92488	71.4
	"Carter County, KY"	"21043"	12	27144	Unreliable
	"Clark County, KY"	"21049"	11	36046	Unreliable
	"Fayette County, KY"	"21067"	119	321959	37.0
	"Floyd County, KY"	"21071"	10	36271	Unreliable
	"Franklin County, KY"	"21073"	21	50485	41.6
	"Grant County, KY"	"21081"	10	24984	Unreliable
	"Greenup County, KY"	"21089"	11	35518	Unreliable
	"Hardin County, KY"	"21093"	16	108071	Unreliable
	"Jefferson County, KY"	"21111"	264	771158	34.2
	"Jessamine County, KY"	"21113"	29	53375	54.3
	"Kenton County, KY"	"21117"	112	165399	67.7
	"Knox County, KY"	"21121"	10	31227	Unreliable
	"Madison County, KY"	"21151"	40	91226	43.8
	"Mason County, KY"	"21161"	10	17174	Unreliable
	"Montgomery County, KY"	"21173"	11	27928	Unreliable
	"Nelson County, KY"	"21179"	14	45640	Unreliable
	"Pike County, KY"	"21195"	10	58883	Unreliable
	"Pulaski County, KY"	"21199"	10	64449	Unreliable
	"Scott County, KY"	"21209"	13	54873	Unreliable
	"Warren County, KY"	"21227"	12	128845	Unreliable
	"Caddo Parish, LA"	"22017"	11	246581	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	22	446268	4.9
	"Jefferson Parish, LA"	"22051"	145	439036	33.0
	"Lafayette Parish, LA"	"22055"	11	242485	Unreliable
	"Livingston Parish, LA"	"22063"	19	138228	Unreliable
	"Orleans Parish, LA"	"22071"	30	393292	7.6
	"Rapides Parish, LA"	"22079"	12	131648	Unreliable
	"St. Tammany Parish, LA"	"22103"	64	256327	25.0
	"Washington Parish, LA"	"22117"	27	46633	57.9
	"Androscoggin County, ME"	"23001"	18	107651	Unreliable
	"Cumberland County, ME"	"23005"	83	292500	28.4
	"Kennebec County, ME"	"23011"	51	121821	41.9
	"Penobscot County, ME"	"23019"	51	151957	33.6
	"Somerset County, ME"	"23025"	17	50626	Unreliable
	"Washington County, ME"	"23029"	14	31593	Unreliable
	"York County, ME"	"23031"	78	204191	38.2
	"Allegany County, MD"	"24001"	36	71615	50.3
	"Anne Arundel County, MD"	"24003"	234	573235	40.8
	"Baltimore County, MD"	"24005"	393	832468	47.2
	"Calvert County, MD"	"24009"	30	91502	32.8
	"Caroline County, MD"	"24011"	15	33193	Unreliable
	"Carroll County, MD"	"24013"	59	167781	35.2
	"Cecil County, MD"	"24015"	69	102746	67.2
	"Charles County, MD"	"24017"	44	159700	27.6
	"Dorchester County, MD"	"24019"	12	32162	Unreliable
	"Frederick County, MD"	"24021"	76	252022	30.2
	"Harford County, MD"	"24025"	104	252160	41.2
	"Howard County, MD"	"24027"	57	321113	17.8
	"Montgomery County, MD"	"24031"	110	1058810	10.4
	"Prince George's County, MD"	"24033"	126	912756	13.8
	"St. Mary's County, MD"	"24037"	37	112667	32.8
	"Washington County, MD"	"24043"	52	150578	34.5
	"Wicomico County, MD"	"24045"	31	102923	30.1
	"Worcester County, MD"	"24047"	14	51690	Unreliable
	"Baltimore city, MD"	"24510"	525	611648	85.8
	"Barnstable County, MA"	"25001"	69	213444	32.3
	"Berkshire County, MA"	"25003"	28	126313	22.2
	"Bristol County, MA"	"25005"	235	561483	41.9
	"Essex County, MA"	"25009"	289	785205	36.8
	"Franklin County, MA"	"25011"	10	70702	Unreliable
	"Hampden County, MA"	"25013"	115	469818	24.5
	"Hampshire County, MA"	"25015"	27	161834	16.7
	"Middlesex County, MA"	"25017"	327	1602947	20.4
	"Norfolk County, MA"	"25021"	163	700322	23.3
	"Plymouth County, MA"	"25023"	196	515142	38.0
	"Suffolk County, MA"	"25025"	241	797939	30.2
	"Worcester County, MA"	"25027"	243	826116	29.4
	"Allegan County, MI"	"26005"	10	116447	Unreliable
	"Berrien County, MI"	"26021"	24	154259	15.6
	"Calhoun County, MI"	"26025"	46	134128	34.3
	"Eaton County, MI"	"26045"	13	109027	Unreliable
	"Genesee County, MI"	"26049"	137	407385	33.6
	"Grand Traverse County, MI"	"26055"	19	91807	Unreliable
	"Ingham County, MI"	"26065"	71	290186	24.5
	"Ionia County, MI"	"26067"	10	64291	Unreliable
	"Kalamazoo County, MI"	"26077"	46	262985	17.5
	"Kent County, MI"	"26081"	101	648594	15.6
	"Lapeer County, MI"	"26087"	18	88174	Unreliable
	"Lenawee County, MI"	"26091"	13	98623	Unreliable
	"Livingston County, MI"	"26093"	38	189651	20.0
	"Macomb County, MI"	"26099"	324	871375	37.2
	"Monroe County, MI"	"26115"	52	149649	34.7
	"Montcalm County, MI"	"26117"	12	63550	Unreliable
	"Muskegon County, MI"	"26121"	37	173693	21.3
	"Newaygo County, MI"	"26123"	10	48242	Unreliable
	"Oakland County, MI"	"26125"	57	1250836	4.6
	"Ottawa County, MI"	"26139"	44	286383	15.4
	"Saginaw County, MI"	"26145"	38	191934	19.8
	"St. Clair County, MI"	"26147"	50	159350	31.4
	"Shiawassee County, MI"	"26155"	21	68446	30.7
	"Van Buren County, MI"	"26159"	19	75353	Unreliable
	"Washtenaw County, MI"	"26161"	62	367627	16.9
	"Wayne County, MI"	"26163"	665	1753616	37.9
	"Anoka County, MN"	"27003"	35	351373	10.0
	"Dakota County, MN"	"27037"	31	421751	7.4
	"Hennepin County, MN"	"27053"	182	1252024	14.5
	"Mille Lacs County, MN"	"27095"	11	25872	Unreliable
	"Olmsted County, MN"	"27109"	11	154930	Unreliable
	"Ramsey County, MN"	"27123"	68	547974	12.4
	"St. Louis County, MN"	"27137"	29	200000	14.5
	"Scott County, MN"	"27139"	12	145827	Unreliable
	"Washington County, MN"	"27163"	17	256348	Unreliable
	"DeSoto County, MS"	"28033"	30	178751	16.8
	"Harrison County, MS"	"28047"	34	205027	16.6
	"Hinds County, MS"	"28049"	20	239497	8.4
	"Jackson County, MS"	"28059"	14	142152	Unreliable
	"Pearl River County, MS"	"28109"	13	55270	Unreliable
	"Rankin County, MS"	"28121"	11	152080	Unreliable
	"Boone County, MO"	"29019"	20	178271	11.2
	"Clay County, MO"	"29047"	16	242874	Unreliable
	"Franklin County, MO"	"29071"	24	103330	23.2
	"Greene County, MO"	"29077"	65	289805	22.4
	"Jackson County, MO"	"29095"	64	698895	9.2
	"Jefferson County, MO"	"29099"	76	223810	34.0
	"Lincoln County, MO"	"29113"	12	56183	Unreliable
	"Phelps County, MO"	"29161"	11	44744	Unreliable
	"St. Charles County, MO"	"29183"	79	395504	20.0
	"St. Louis County, MO"	"29189"	253	996726	25.4
	"St. Louis city, MO"	"29510"	189	308626	61.2
	"Yellowstone County, MT"	"30111"	11	158980	Unreliable
	"Douglas County, NE"	"31055"	30	561620	5.3
	"Lancaster County, NE"	"31109"	10	314358	Unreliable
	"Clark County, NV"	"32003"	306	2204079	13.9
	"Lyon County, NV"	"32019"	14	54122	Unreliable
	"Nye County, NV"	"32023"	10	44202	Unreliable
	"Washoe County, NV"	"32031"	87	460587	18.9
	"Carson City, NV"	"32510"	15	54745	Unreliable
	"Belknap County, NH"	"33001"	23	60785	37.8
	"Carroll County, NH"	"33003"	16	48064	Unreliable
	"Cheshire County, NH"	"33005"	23	75960	30.3
	"Coos County, NH"	"33007"	11	31634	Unreliable
	"Grafton County, NH"	"33009"	17	89386	Unreliable
	"Hillsborough County, NH"	"33011"	166	409697	40.5
	"Merrimack County, NH"	"33013"	34	149216	22.8
	"Rockingham County, NH"	"33015"	92	306363	30.0
	"Strafford County, NH"	"33017"	49	128613	38.1
	"Atlantic County, NJ"	"34001"	128	269918	47.4
	"Bergen County, NJ"	"34003"	127	948406	13.4
	"Burlington County, NJ"	"34005"	122	448596	27.2
	"Camden County, NJ"	"34007"	19	510719	Unreliable
	"Cape May County, NJ"	"34009"	45	93553	48.1
	"Cumberland County, NJ"	"34011"	74	152538	48.5
	"Essex County, NJ"	"34013"	267	808285	33.0
	"Gloucester County, NJ"	"34015"	17	292206	Unreliable
	"Hudson County, NJ"	"34017"	123	691643	17.8
	"Hunterdon County, NJ"	"34019"	22	125059	17.6
	"Mercer County, NJ"	"34021"	81	374733	21.6
	"Middlesex County, NJ"	"34023"	208	842798	24.7
	"Monmouth County, NJ"	"34025"	167	626351	26.7
	"Morris County, NJ"	"34027"	98	499693	19.6
	"Ocean County, NJ"	"34029"	198	597943	33.1
	"Passaic County, NJ"	"34031"	106	512607	20.7
	"Somerset County, NJ"	"34035"	57	335432	17.0
	"Sussex County, NJ"	"34037"	34	141682	24.0
	"Union County, NJ"	"34039"	113	563892	20.0
	"Warren County, NJ"	"34041"	38	106798	35.6
	"Bernalillo County, NM"	"35001"	135	676773	19.9
	"Chaves County, NM"	"35005"	10	64866	Unreliable
	"Dona Ana County, NM"	"35013"	22	215579	10.2
	"Eddy County, NM"	"35015"	13	56997	Unreliable
	"Rio Arriba County, NM"	"35039"	28	39159	71.5
	"Sandoval County, NM"	"35043"	22	142507	15.4
	"San Juan County, NM"	"35045"	14	126926	Unreliable
	"Santa Fe County, NM"	"35049"	32	148750	21.5
	"Valencia County, NM"	"35061"	18	75940	Unreliable
	"Albany County, NY"	"36001"	43	309612	13.9
	"Bronx County, NY"	"36005"	313	1471160	21.3
	"Broome County, NY"	"36007"	54	193639	27.9
	"Cayuga County, NY"	"36011"	20	77603	25.8
	"Chautauqua County, NY"	"36013"	32	129046	24.8
	"Chemung County, NY"	"36015"	13	85557	Unreliable
	"Clinton County, NY"	"36019"	10	80980	Unreliable
	"Columbia County, NY"	"36021"	19	60604	Unreliable
	"Cortland County, NY"	"36023"	14	47786	Unreliable
	"Dutchess County, NY"	"36027"	88	295568	29.8
	"Erie County, NY"	"36029"	250	925528	27.0
	"Genesee County, NY"	"36037"	12	57956	Unreliable
	"Greene County, NY"	"36039"	12	47470	Unreliable
	"Jefferson County, NY"	"36045"	16	114187	Unreliable
	"Kings County, NY"	"36047"	317	2648771	12.0
	"Lewis County, NY"	"36049"	12	26551	Unreliable
	"Monroe County, NY"	"36055"	189	747642	25.3
	"Nassau County, NY"	"36059"	194	1369514	14.2
	"New York County, NY"	"36061"	216	1664727	13.0
	"Niagara County, NY"	"36063"	41	211328	19.4
	"Oneida County, NY"	"36065"	53	231332	22.9
	"Onondaga County, NY"	"36067"	82	465398	17.6
	"Ontario County, NY"	"36069"	24	109899	21.8
	"Orange County, NY"	"36071"	83	382226	21.7
	"Oswego County, NY"	"36075"	18	118478	Unreliable
	"Otsego County, NY"	"36077"	10	60094	Unreliable
	"Putnam County, NY"	"36079"	24	99323	24.2
	"Queens County, NY"	"36081"	241	2358582	10.2
	"Rensselaer County, NY"	"36083"	17	159722	Unreliable
	"Richmond County, NY"	"36085"	102	479458	21.3
	"Rockland County, NY"	"36087"	35	328868	10.6
	"St. Lawrence County, NY"	"36089"	10	109623	Unreliable
	"Saratoga County, NY"	"36091"	12	229869	Unreliable
	"Schenectady County, NY"	"36093"	33	155565	21.2
	"Steuben County, NY"	"36101"	12	96281	Unreliable
	"Suffolk County, NY"	"36103"	434	1492953	29.1
	"Sullivan County, NY"	"36105"	26	75485	34.4
	"Tompkins County, NY"	"36109"	20	104802	19.1
	"Ulster County, NY"	"36111"	46	179417	25.6
	"Washington County, NY"	"36115"	10	61620	Unreliable
	"Westchester County, NY"	"36119"	121	980244	12.3
	"Alamance County, NC"	"37001"	34	162391	20.9
	"Beaufort County, NC"	"37013"	17	47088	Unreliable
	"Brunswick County, NC"	"37019"	47	130897	35.9
	"Buncombe County, NC"	"37021"	94	257607	36.5
	"Burke County, NC"	"37023"	21	89293	23.5
	"Cabarrus County, NC"	"37025"	63	206872	30.5
	"Caldwell County, NC"	"37027"	13	81981	Unreliable
	"Carteret County, NC"	"37031"	16	68881	Unreliable
	"Catawba County, NC"	"37035"	32	157974	20.3
	"Columbus County, NC"	"37047"	12	55936	Unreliable
	"Craven County, NC"	"37049"	34	102578	33.1
	"Cumberland County, NC"	"37051"	83	332546	25.0
	"Currituck County, NC"	"37053"	10	26331	Unreliable
	"Dare County, NC"	"37055"	11	36099	Unreliable
	"Davidson County, NC"	"37057"	50	165466	30.2
	"Davie County, NC"	"37059"	10	42456	Unreliable
	"Durham County, NC"	"37063"	38	311640	12.2
	"Forsyth County, NC"	"37067"	78	376320	20.7
	"Franklin County, NC"	"37069"	10	66168	Unreliable
	"Gaston County, NC"	"37071"	50	220182	22.7
	"Granville County, NC"	"37077"	12	59557	Unreliable
	"Guilford County, NC"	"37081"	100	526953	19.0
	"Harnett County, NC"	"37085"	31	132754	23.4
	"Haywood County, NC"	"37087"	16	61084	Unreliable
	"Henderson County, NC"	"37089"	25	115708	21.6
	"Iredell County, NC"	"37097"	28	175711	15.9
	"Johnston County, NC"	"37101"	32	196708	16.3
	"Lee County, NC"	"37105"	18	60430	Unreliable
	"Lenoir County, NC"	"37107"	13	56883	Unreliable
	"McDowell County, NC"	"37111"	12	45159	Unreliable
	"Mecklenburg County, NC"	"37119"	162	1076837	15.0
	"Moore County, NC"	"37125"	10	97264	Unreliable
	"New Hanover County, NC"	"37129"	73	227198	32.1
	"Onslow County, NC"	"37133"	30	193893	15.5
	"Pender County, NC"	"37141"	14	60958	Unreliable
	"Pitt County, NC"	"37147"	42	179042	23.5
	"Randolph County, NC"	"37151"	49	143282	34.2
	"Robeson County, NC"	"37155"	17	132606	Unreliable
	"Rockingham County, NC"	"37157"	20	90949	22.0
	"Rowan County, NC"	"37159"	60	140644	42.7
	"Rutherford County, NC"	"37161"	18	66551	Unreliable
	"Stanly County, NC"	"37167"	12	61482	Unreliable
	"Stokes County, NC"	"37169"	19	45717	Unreliable
	"Surry County, NC"	"37171"	14	72224	Unreliable
	"Union County, NC"	"37179"	29	231366	12.5
	"Vance County, NC"	"37181"	14	44211	Unreliable
	"Wake County, NC"	"37183"	120	1072203	11.2
	"Wayne County, NC"	"37191"	20	124172	16.1
	"Wilkes County, NC"	"37193"	14	68576	Unreliable
	"Wilson County, NC"	"37195"	11	81671	Unreliable
	"Cass County, ND"	"38017"	13	177787	Unreliable
	"Adams County, OH"	"39001"	14	27726	Unreliable
	"Allen County, OH"	"39003"	35	103198	33.9
	"Ashtabula County, OH"	"39007"	35	97807	35.8
	"Brown County, OH"	"39015"	21	43576	48.2
	"Butler County, OH"	"39017"	241	380604	63.3
	"Champaign County, OH"	"39021"	17	38840	Unreliable
	"Clark County, OH"	"39023"	90	134557	66.9
	"Clermont County, OH"	"39025"	83	204214	40.6
	"Clinton County, OH"	"39027"	28	42009	66.7
	"Columbiana County, OH"	"39029"	14	103077	Unreliable
	"Crawford County, OH"	"39033"	19	41746	Unreliable
	"Cuyahoga County, OH"	"39035"	532	1248514	42.6
	"Darke County, OH"	"39037"	27	51536	52.4
	"Delaware County, OH"	"39041"	27	200464	13.5
	"Erie County, OH"	"39043"	26	74817	34.8
	"Fairfield County, OH"	"39045"	39	154733	25.2
	"Fayette County, OH"	"39047"	28	28752	97.4
	"Franklin County, OH"	"39049"	413	1291981	32.0
	"Gallia County, OH"	"39053"	18	29973	Unreliable
	"Geauga County, OH"	"39055"	24	93918	25.6
	"Greene County, OH"	"39057"	58	166752	34.8
	"Hamilton County, OH"	"39061"	432	813822	53.1
	"Hancock County, OH"	"39063"	31	75754	40.9
	"Highland County, OH"	"39071"	27	42971	62.8
	"Huron County, OH"	"39077"	27	58494	46.2
	"Jefferson County, OH"	"39081"	19	66359	Unreliable
	"Knox County, OH"	"39083"	13	61261	Unreliable
	"Lake County, OH"	"39085"	90	230117	39.1
	"Lawrence County, OH"	"39087"	29	60249	48.1
	"Licking County, OH"	"39089"	33	173448	19.0
	"Logan County, OH"	"39091"	20	45325	44.1
	"Lorain County, OH"	"39093"	113	307924	36.7
	"Lucas County, OH"	"39095"	139	430887	32.3
	"Madison County, OH"	"39097"	16	44036	Unreliable
	"Mahoning County, OH"	"39099"	102	229796	44.4
	"Marion County, OH"	"39101"	29	64967	44.6
	"Medina County, OH"	"39103"	34	178371	19.1
	"Miami County, OH"	"39109"	41	105122	39.0
	"Montgomery County, OH"	"39113"	478	531542	89.9
	"Pike County, OH"	"39131"	15	28270	Unreliable
	"Portage County, OH"	"39133"	35	162277	21.6
	"Preble County, OH"	"39135"	25	41120	60.8
	"Richland County, OH"	"39139"	47	120589	39.0
	"Ross County, OH"	"39141"	28	77313	36.2
	"Sandusky County, OH"	"39143"	17	59195	Unreliable
