"Statistics for community hospital stays 2014 Louisiana, by county or county equivalent",,,,,,
,,,,,,
"Analysis Type: Community | Setting of Care: Hospital Inpatient | Geographic Settings: State | Years: 2014 | Categorization Type: Stays for Alcohol and Other Drugs | Outcome and Measures: Number, Costs | State: Louisiana | Community Level: County",,,,,,
,,,,,,
"2014 State Total, Louisiana",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,39155.73297,843.4367497,7657.404429,299349617,64.48160943
Age group,<1,731.1960043,1151.943291,15751.83315,11517677.46,181.4521852
,17-Jan,665.1048653,62.49223577,5978.614886,3970427.233,3.730552695
,18-44,17755.90611,1053.53601,5825.550864,103389451.4,61.34550917
,45-64,16132.06375,1341.429978,8651.907738,139164263.1,115.7193012
,65-84,3869.46224,617.4709916,10690.05862,41297190.88,65.90015827
,Missing,*,†,*,*,†
Sex,Male,24354.83895,1071.372626,8070.704294,196222261.1,86.31843537
,Female,14583.21606,615.5421808,6913.865701,100703288.3,42.50579668
,Missing,217.6779543,†,*,*,†
Payer,Medicare,8465.602489,†,9051.691432,76341877.47,†
,Medicaid,8650.487931,†,7246.760017,62619284.22,†
,Private insurance,8189.780727,†,8603.888881,70339347.49,†
,Uninsured,11447.08595,†,6428.109665,73542482.48,†
,Other,2194.475031,†,7071.364238,15510860.89,†
,Missing,208.3008402,†,4780.415179,995764.4981,†
Type of stay,Neonatal/maternal,2524.695378,42.10843401,7719.547099,19489504.88,†
,Nonneonatal/nonmaternal,36631.03759,610.9551444,7653.114045,279860112.2,†
Type of substance or substance-related condition,Alcohol,19015.23782,409.5990334,8220.316258,155922800.2,33.58665765
,Cannabis,7806.075415,168.1473025,6013.01889,46913057.42,10.10533929
,Drug-induced mental disorders,5193.796655,111.8773328,7068.276741,36688847.7,7.902986385
,Hallucinogens,419.3469417,9.032971539,5581.126461,2340428.313,0.504141565
,Opioids,6685.943376,144.0190215,6742.165616,45049681.89,9.703957603
,Other drug abuse,5843.854591,125.8799504,5957.125507,34750122.73,7.485374004
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",2790.631361,60.1117861,6354.423722,17726499.7,3.818388816
