"Statistics for community hospital stays 2014 Florida, by county or county equivalent",,,,,,
,,,,,,
"Analysis Type: Community | Setting of Care: Hospital Inpatient | Geographic Settings: State | Years: 2014 | Categorization Type: Stays for Alcohol and Other Drugs | Outcome and Measures: Number, Costs | State: Florida | Community Level: County",,,,,,
,,,,,,
"2014 State Total, Florida",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,252451.487,1284.449054,9589.837172,2420939639,123.1750966
Age group,<1,2852.419355,1308.599314,22249.33827,63464443.13,291.154688
,17-Jan,4392.650496,114.2979419,6434.473734,28264394.24,7.354471048
,18-44,88104.16103,1332.264362,7390.206374,651092962.3,98.45482209
,45-64,116421.7752,2190.299451,10150.08021,1181680207,222.3152415
,65-84,40678.4809,1109.955783,12203.60039,496423925.4,135.4545683
,Missing,*,†,*,*,†
Sex,Male,156416.7844,1626.407533,10094.86385,1578975599,164.1804502
,Female,96034.70259,956.7935902,8767.289505,841964040.1,83.88486401
,Missing,*,†,*,*,†
Payer,Medicare,80024.82693,†,10436.15064,835130008.2,†
,Medicaid,61328.87205,†,10008.04766,613782274.6,†
,Private insurance,41296.33381,†,10397.09211,429351389.3,†
,Uninsured,57739.47045,†,7422.899309,428594275.3,†
,Other,12049.68605,†,9455.873236,113940303.8,†
,Missing,12.29772461,†,11497.03858,141387.4143,†
Type of stay,Neonatal/maternal,9830.052475,47.15648614,9456.365201,92956566.15,†
,Nonneonatal/nonmaternal,242621.4345,1163.897583,9595.244991,2327983072,†
Type of substance or substance-related condition,Alcohol,139743.2462,711.0002895,10057.67727,1405482414,71.50960282
,Cannabis,42841.64336,217.9741896,7751.371575,332065794.9,16.89519048
,Drug-induced mental disorders,15949.33813,81.14870905,10586.11965,168841601.8,8.590499436
,Hallucinogens,1264.667198,6.434505912,6430.644694,8132625.404,0.413780213
,Opioids,42440.91076,215.9353004,10008.42669,424766744.1,21.61172624
,Other drug abuse,40048.13064,203.7610637,8291.485049,332058476.5,16.89481813
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",17874.35922,90.94303249,6756.514062,120768359.4,6.144578778
,Stimulants,37233.25277,189.4392339,8203.223037,305432676.8,15.54012288
