"Statistics for community hospital stays 2014 Iowa, by county or county equivalent",,,,,,
,,,,,,
"Analysis Type: Community | Setting of Care: Hospital Inpatient | Geographic Settings: State | Years: 2014 | Categorization Type: Stays for Alcohol and Other Drugs | Outcome and Measures: Number, Costs | State: Iowa | Community Level: County",,,,,,
,,,,,,
"2014 State Total, Iowa",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,18805.017,608.7562738,10970.45084,206299514.6,66.78330775
Age group,<1,224.0978389,561.2407996,29794.89815,6676972.283,167.2211246
,17-Jan,383.8805497,56.13199652,8698.000017,3338993.028,4.882361067
,18-44,6552.285508,615.6311549,8349.925231,54711094.08,51.40474113
,45-64,8669.676912,1066.513418,11662.98193,101114285.1,124.3872672
,65-84,2975.076195,609.5830549,13599.03659,40458170.03,82.89742267
,Missing,*,†,*,*,†
Sex,Male,11866.30304,774.7211434,11607.27807,137735479,89.92403735
,Female,6938.713964,445.5316238,9881.375125,68564035.57,44.02465105
,Missing,*,†,*,*,†
Payer,Medicare,5342.980628,†,12403.73213,66272900.46,†
,Medicaid,7004.633684,†,10007.27762,70097313.88,†
,Private insurance,5002.288572,†,11390.62706,56979203.56,†
,Uninsured,1114.757004,†,7625.316619,8500375.111,†
,Other,326.3571148,†,12405.85,4048737.411,†
,Missing,14,†,28641.72463,400984.1449,†
Type of stay,Neonatal/maternal,785.7175242,20.634964,10871.23118,8541716.85,†
,Nonneonatal/nonmaternal,18019.29948,473.2331717,10974.77724,197757797.7,†
Type of substance or substance-related condition,Alcohol,12619.35214,408.5138442,10927.65841,137899969.6,44.64099747
,Cannabis,2180.218148,70.57805242,8383.802895,18278519.22,5.917124802
,Drug-induced mental disorders,1283.001306,41.53333624,15546.76722,19946522.64,6.457091103
,Hallucinogens,98,3.172457373,9908.768847,971059.347,0.314351468
,Opioids,1838.639792,59.52047308,12391.26083,22783065.23,7.375337068
,Other drug abuse,2023.846197,65.51597743,9177.870531,18574598.37,6.012971586
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",1727.632244,55.9269352,6596.930464,11397069.78,3.689461026
,Stimulants,1831.286414,59.28242945,9790.208262,17928675.38,5.803873306
