region,county.name,death_cost,death_cost_pc,health_cost,health_cost_pc,criminal_cost,criminal_cost_pc,productivity_cost,productivity_cost_pc,total_population,nonfatal_cost,total_cost,per_capita_nf_cost,per_capita_total_cost
1087,macon,7434271.058998355,377.68091134923566,641668.2139632371,32.59846646836198,498827.9073455073,25.34179573996684,852901.1530334473,43.329666380484014,19684,1993397.2743421919,9427668.333340546,101.26992858881283,478.9508399380485
1089,madison,89465735.96653272,255.63610897564305,13609371.981910681,38.886919796414816,8439322.9314755,24.114211471957837,33563054.38960057,95.90183925502987,349973,55611749.30298675,145077485.26951948,158.9029705234025,414.53907949904556
1091,marengo,5381061.088930688,268.16809971746676,504836.25439400156,25.158788716934197,508508.47331817466,25.34179573996684,1054445.8594755197,52.54888166428385,20066,2067790.587187696,7448851.676118384,103.04946612118489,371.21756583865164
1093,marion,12054018.475199796,398.624904103965,1187296.9726556465,39.2637644318809,729189.6407005329,24.114211471957834,1632242.983922276,53.97807414009312,30239,3548729.5972784553,15602748.072478252,117.35605004393186,515.9809541478968
1095,marshall,61986692.63094982,655.7079212870482,6382697.097808465,67.51747622874802,2279612.8672900624,24.11421147195784,5848235.992258148,61.863837267630146,94534,14510545.957356676,76497238.58830649,153.495524968336,809.2034462553842
1097,mobile,119287647.95537698,287.9320283457207,27508919.001954496,66.39999179792585,10802940.559953474,26.075730730219757,30460876.078813363,73.52531452243318,414291,68772735.64072134,188060383.5960983,166.0010370505788,453.93306539629947
1099,monroe,15013723.026806941,683.218340241499,1223676.1975462635,55.68492366535897,573014.1827965791,26.075730730219753,1262182.8927283774,57.43721923678623,21975,3058873.27307122,18072596.29987816,139.19787363236497,822.416213873864
1101,montgomery,84472359.90103462,371.48342906098117,9530966.422701562,41.914255658517284,5762521.6169025395,25.34179573996684,16495924.504866948,72.54399673192965,227392,31789412.544471048,116261772.44550568,139.80004813041376,511.2834771913949
1103,morgan,95341017.53150314,797.4657482456037,9284187.142603662,77.65620126806625,2882974.5525299194,24.114211471957837,8589498.788287016,71.84558394284652,119555,20756660.483420596,116097678.01492374,173.61599668287062,971.0817449284742
1105,perry,12587640.63050771,1277.1550964394996,729459.878903069,74.01175719389904,249768.73881311322,25.341795739966845,313915.33987928927,31.850176529960358,9856,1293143.9575954713,13880784.58810318,131.20372946382622,1408.358825903326
1107,pickens,13924746.045512654,694.7782679130154,1132854.7834775394,56.52403869262246,556844.1095050789,27.783859370575733,1261557.3365026743,62.94568089525368,20042,2951256.229485293,16876002.274997946,147.2535789584519,842.0318468714672
1109,pike,13812163.587723104,415.06636979664944,1369573.8251661798,41.156769695771246,843298.9368388766,25.34179573996684,1594186.819368267,47.90656667873507,33277,3807059.581373323,17619223.16909643,114.40513211447316,529.4715019111227
1111,randolph,14359811.095620269,634.9684322626695,1346634.1518494713,59.546060218857896,628331.9796655701,27.783859370575726,1509996.88218699,66.76970515971657,22615,3484963.013702031,17844774.109322302,154.09962474915017,789.0680570118196
1113,russell,38413340.75830677,655.1153004691106,3581168.7268444435,61.07457409858182,1485941.5350086957,25.34179573996684,3671165.9863478583,62.60942060078891,58636,8738276.248200998,47151617.00650777,149.02579043933756,804.1410909084482
1115,st. clair,77536971.17099503,895.5942890754369,7564169.518541861,87.37028181646023,2405415.4088669647,27.783859370575733,9062265.229983201,104.6741040240159,86576,19031850.157392025,96568821.32838705,219.82824521105184,1115.4225342864888
1117,shelby,172967089.5352966,839.8458348602172,15892408.39213221,77.16596856598031,5722113.621229443,27.783859370575733,27860581.808681946,135.27772047080106,205951,49475103.8220436,222442193.3573402,240.2275484073571,1080.0733832675742
1119,sumter,15207781.82934666,1144.733295396813,986190.0533246759,74.23334989271177,336665.75640545954,25.341795739966845,500532.3669172105,37.676504848867935,13285,1823388.176647346,17031170.005994007,137.25165048154656,1281.9849458783597
1121,talladega,45137743.98498753,556.8642311581668,4764549.850291882,58.78023921798095,2252076.289000758,27.783859370575744,5816808.069480023,71.7619461549283,81057,12833434.208772663,57971178.19376019,158.326044743485,715.1902759016517
1123,tallapoosa,23711755.754623976,578.9285549739727,2190507.3106023814,53.48179380346651,1037949.2699175619,25.34179573996684,2561932.320549574,62.55023000511681,40958,5790388.901069518,29502144.655693494,141.3738195485502,720.3023745225229
1125,tuscaloosa,140036584.68901336,691.6377391775285,14823079.040454984,73.21087484358246,5625425.790619839,27.783859370575733,15781515.246622583,77.94457105769509,202471,36230020.077697404,176266604.76671076,178.93930527185327,870.5770444493817
1127,walker,111460750.52904293,1699.2781322556207,8967246.0829723645,136.71041243688146,1581723.4730801305,24.114211471957837,3868136.202473351,58.97178361217433,65593,14417105.758525845,125877856.28756878,219.7964075210136,1919.0745397766343
1129,washington,5919128.426681584,350.05786425463265,553679.7755883316,32.744678904035226,440914.53091728577,26.07573073021975,1025285.4563822538,60.635487396194556,16909,2019879.7628878714,7939008.189569455,119.45589703044955,469.5137612850822
1131,wilcox,13474324.934857726,1211.828845656779,823930.9117044088,74.1011702225388,281775.42683269136,25.341795739966845,403672.0850699487,36.304711311264384,11119,1509378.423607049,14983703.358464776,135.74767727377005,1347.5765229305491
1133,winston,12869355.098072251,535.9328321356037,1222700.2572824657,50.918263327467024,579054.5600761235,24.114211471957834,1397726.216631828,58.20706353357882,24013,3199481.0339904176,16068836.13206267,133.23953833300368,669.1723704686074
4001,apache,52627421.3512965,727.4406511942125,5020717.3601142205,69.39868631457469,2576095.733888787,35.60799123502042,3353721.701403269,46.35669838558136,72346,10950534.795406276,63577956.146702774,151.36337593517646,878.8040271293889
4003,cochise,165355006.08540913,1290.052084893617,7872234.192006676,61.416901565855625,4380086.00701422,34.172168228420226,7886781.754682551,61.530397455725684,128177,20139101.95370345,185494108.03911257,157.11946725000155,1447.1715521436183
4005,coconino,140878443.01260808,1020.3850606429488,12977399.89832157,93.9955375646191,4916181.701871859,35.607991235020414,10146167.28234987,73.4888695268127,138064,28039748.8825433,168918191.89515138,203.0923983264522,1223.477458969401
4007,gila,92263779.07180686,1734.9664166646019,9305421.123497194,174.98300313088237,1817241.7342191588,34.17216822842022,2776766.625135034,52.21547274553929,53179,13899429.482851386,106163208.55465825,261.37064410484186,1996.3370607694437
4009,graham,51092105.225307904,1361.4033207734792,4611499.8998807995,122.8783047744624,1282447.3014443826,34.172168228420226,2385567.7569260774,63.56598249156858,37529,8279514.958251259,59371620.183559164,220.6164554944512,1582.0197762679304
4011,greenlee,12343108.807627825,1338.1514318763905,791897.7924919763,85.85188556938165,315204.0797389482,34.17216822842023,799801.0353431419,86.70869854110384,9224,1906902.9075740664,14250011.715201892,206.73275233890573,1544.8841842152963
4012,la paz,33103099.386549756,1630.3732952398423,802322.4519001085,39.515487189721654,693831.7037098443,34.172168228420226,766890.0610933884,37.770393079855616,20304,2263044.2167033413,35366143.6032531,111.45804849799751,1741.8313437378397
4013,maricopa,4574821835.029653,1118.9353081079994,480310319.4583624,117.4769629661678,160763356.0760006,39.32039363500367,395754610.0392517,96.79585839358943,4088549,1036828285.5736147,5611650120.603268,253.5932149947609,1372.5285231027603
4015,mohave,174541395.3123763,857.153918706944,36177648.3600879,177.6645191013456,7250819.6471959725,35.607991235020414,11826015.719797214,58.07628441821752,203629,55254483.72708109,229795879.03945738,271.34879475458354,1128.5027134615275
4017,navajo,139305702.05596167,1287.3763000855906,12713212.183960168,117.48756742932812,3853105.1235503242,35.607991235020414,5532887.023665538,51.131486509121586,108209,22099204.331176028,161404906.3871377,204.22704517347012,1491.603345259061
4019,pima,1607618114.7192552,1602.2697383327006,155485087.55223328,154.96780501907958,37361068.86480226,37.236772518136725,69877468.3776305,69.6449933896957,1003338,262723624.79466605,1870341739.5139213,261.849570926912,1864.1193092596127
4021,pinal,321523622.94385105,808.6528881597043,35330049.34166062,88.85737905468913,13586990.776292793,34.17216822842022,28873211.671888784,72.61801106600734,397604,77790251.78984219,399313874.73369324,195.64755834911668,1004.300446508821
4023,santa cruz,29053026.11432042,624.1653836835976,2499449.936233947,53.697336804390126,1590611.914528276,34.17216822842022,2323139.5272593303,49.909543628146395,46547,6413201.378021553,35466227.49234197,137.77904866095673,761.9444323445543
4025,yavapai,146982227.6314748,672.4228799258635,29187374.27847079,133.5281046291656,7783408.372098174,35.60799123502042,14985868.84753346,68.55822810030588,218586,51956651.49810243,198938879.12957722,237.6943239644919,910.1172038903554
4027,yuma,148717099.41478038,731.5442782538436,14315367.657194288,70.41776192469102,6946928.423492004,34.172168228420226,10865354.32737073,53.447033466003234,203292,32127650.408057023,180844749.8228374,158.0369636191145,889.5812418729581
5001,arkansas,9948531.484489845,535.7602178087051,624383.9762621947,33.62507276978807,460381.8990194263,24.79303672892597,1156167.0613063802,62.26329157770371,18569,2240932.9365880014,12189464.421077847,120.68140107641776,656.4416188851229
5003,ashley,18659420.16046447,889.0094888019662,1019596.8614154952,48.57767694580472,520381.0479034272,24.793036728925973,1339376.1781986915,63.81324399441095,20989,2879354.0875176135,21538774.247982085,137.18395766914162,1026.193446471108
5005,baxter,44286931.81330811,1080.3798744464314,794432.8565577406,19.380192636556902,949351.5243500678,23.15943414202937,2207122.59068354,53.84276421456723,40992,3950906.9715913483,48237838.78489946,96.3823909931535,1176.7622654395848
5007,benton,156416414.08958948,637.8329578625438,9775514.132870646,39.86247306772246,5940676.038893933,24.224816760091233,24570863.616669245,100.19476989723667,245231,40287053.78843382,196703467.8780233,164.28205972505035,802.1150175875941
5009,boone,34201832.24294806,916.9146200624128,1649305.4970728667,44.21612013278107,863870.0529318374,23.159434142029365,2154519.212291061,57.7603606415662,37301,4667694.762295765,38869527.00524383,125.13591491637663,1042.0505349787895
5011,bradley,12347426.084439512,1112.7817307533808,556436.5438702907,50.147489534092536,275103.5355441625,24.793036728925966,583472.2740645118,52.58401893155297,11096,1415012.353478965,13762438.437918477,127.52454519457146,1240.3062759479521
5013,calhoun,5381424.74149841,1032.9030214008465,239281.0916106041,45.92727286192017,125965.83925096263,24.17770427081816,275558.76647877257,52.89035824928456,5210,640805.6973403393,6022230.438838749,122.9953353820229,1155.8983567828693
5015,carroll,33909371.52495799,1224.6071334401586,1010234.6368689075,36.4837355315604,670785.1760869263,24.224816760091233,1530027.7650793598,55.25560726180425,27690,3211047.5780351935,37120419.10299318,115.96415955345589,1340.5712929936144
5017,chicot,8466329.330336537,756.665415169947,445461.0493680519,39.81240945286012,277409.2879599527,24.793036728925973,507109.789239652,45.322172601631245,11189,1229980.1265676566,9696309.456904193,109.92761878341734,866.5930339533643
5019,clark,11386919.041289099,501.9802081330056,840600.3732224377,37.0569728981854,604659.3528591457,26.65576410065005,1182360.8504702721,52.12311984086899,22684,2627620.5765518555,14014539.617840953,115.83585683970445,617.81606497271
5021,clay,12215541.403787192,803.548309682094,685800.2580631322,45.11250217491989,410978.2506616909,27.034485637527357,922498.9203595098,60.68273387445795,15202,2019277.429084333,14234818.832871525,132.8297216869052,936.3780313689991
5023,cleburne,19628571.165534675,767.1306196715002,836006.071747994,32.673078975573304,592580.4413921054,23.15943414202937,1503663.4676681997,58.76669666894124,25587,2932249.980808299,22560821.146342974,114.59920978654391,881.729829458044
5025,cleveland,5512369.553828681,654.5979757545043,278116.3418365257,33.02652200884998,208782.1622942856,24.793036728925973,584189.4795586517,69.37293427842913,8421,1071087.983689463,6583457.537518144,127.19249301620508,781.7904687707094
5027,columbia,18219745.853466813,753.87892475450235,639973.9164731195,26.480218324773233,584326.7568171335,24.177704270818168,1171064.7767099661,48.45517944016742,24168,2395365.450000219,20615111.30346703,99.11310203575881,852.9920267902612
5029,conway,21201673.4658387,1006.7271351300427,718310.2307924967,34.10779823326195,561370.39195969,26.65576410065005,1477690.802775143,70.16575511752815,21060,2757371.4255273296,23959044.89136603,130.92931745144014,1137.6564525814829
5031,craighead,77559954.80476616,753.8582753855426,3382446.5604565074,32.8763127449993,2781416.020331365,27.03448563752736,7734399.168718007,75.1759182061157,102884,13898261.749505881,91458216.55427204,135.08671658864236,888.9449919741849
5033,crawford,71682567.31136896,1157.5333426674788,3999939.359219556,64.59120188640749,1556412.1955801016,25.13301460720044,4280603.785317995,69.123383747283,61927,9836955.340117652,81519522.6514866,158.84760024089093,1316.3809429083697
5035,crittenden,31365893.150324285,633.5136262714202,2102741.434080963,42.47018711157042,1338504.4183996168,27.034485637527354,3159531.114737831,63.81473035765448,49511,6600776.967218411,37966670.1175427,133.31940310675225,766.8330293781725
5037,cross,15114056.641641049,872.1828519615124,884486.8606405221,51.04084832595776,468480.6016127117,27.034485637527364,1189678.1561309195,68.65244134865944,17329,2542645.6183841536,17656702.260025203,146.7277753121446,1018.910627273657
5039,dallas,8970078.905902848,1159.2244644485459,382444.9426465895,49.424262425250646,187087.07564759094,24.17770427081816,388045.8372736828,50.148079254805225,7738,957577.8555678632,9927656.76147071,123.75004595087402,1282.9745103994198
5041,desha,6409129.897810788,523.8785268768014,396945.0006488821,32.44605203930703,303318.01134168037,24.793036728925973,591233.884279315,48.32711167887159,12234,1291496.8962698774,7700626.794080665,105.56620044710458,629.4447273239059
5043,drew,15701414.493559118,840.1869913077439,877816.0804343539,46.97217896159856,463332.27039016853,24.79303672892597,1070850.1894707675,57.30148702219432,18688,2411998.54029529,18113413.03385441,129.06670271271884,969.2536940204628
5045,faulkner,71098370.04072249,590.4346565744246,7933665.785855991,65.88493141214273,3209807.145707977,26.65576410065005,10021465.030095601,83.22300862914373,120417,21164937.96165957,92263308.00238205,175.76370414193653,766.1983607163611
5047,franklin,19969902.56745489,1121.967670512663,934692.5133611615,52.513765568917435,447342.5269935607,25.133014607200444,1097043.9405196935,61.63514470024684,17799,2479078.9808744155,22448981.548329305,139.2819248763647,1261.2495953890277
5049,fulton,14707841.932287809,1206.945833931381,411307.2640705381,33.75244248075973,282220.8644547698,23.15943414202936,564462.6977713997,46.32058901784012,12186,1257990.8262967076,15965832.758584516,103.23246564062921,1310.1782995720102
5051,garland,92427881.05293922,951.697207064933,4690002.8906232035,48.291301296586695,2588781.153691032,26.655764100650046,6758469.215946688,69.5895676020829,97119,14037253.260260925,106465134.31320015,144.53663299931964,1096.2338400642525
5053,grant,14961194.418143839,829.0587619496752,273382.4795590662,15.149200906520347,447415.14081019803,24.79303672892597,1586233.9146446576,87.89947437906781,18046,2307031.5350139216,17268225.95315776,127.8417120145141,956.9004739641894
5055,greene,44068972.377928205,1007.4059293159951,1438453.8816068007,32.882703888599856,1182623.5742136345,27.034485637527364,3413033.68019467,78.02111510331855,43745,6034111.136015105,50103083.51394331,137.93830462944575,1145.3442339454407
5057,hempstead,10392314.747432917,467.953653973024,497355.37056198856,22.39532468308666,536938.4564463298,24.177704270818165,1294895.2233358512,58.30760191533912,22208,2329189.0503441696,12721503.797777086,104.88063086924394,572.834284842268
5059,hot spring,21563858.00983636,644.8522132128098,1653757.2140553999,49.45446214280502,891368.7515257377,26.65576410065005,2712247.364204981,81.10787572383316,33440,5257373.329786118,26821231.33962248,157.21810196728822,802.0703151800981
5061,howard,7217225.592452628,535.1246083230242,425920.14983045525,31.580051147805683,326084.6975005246,24.177704270818165,742913.6264909544,55.08368254548487,13487,1494918.4738219343,8712144.066274561,110.84143796410872,645.9660462871328
5063,independence,29209033.44314008,788.7937737818006,2026567.3038939512,54.72771547107619,857593.8462793474,23.159434142029365,2301247.155019569,62.145480826885475,37030,5185408.305192867,34394441.74833295,140.032630439991,928.8264042217917
5065,izard,19475851.92244056,1446.8354447990905,877402.3667511079,65.18106877283321,311749.1429858573,23.15943414202937,711604.2870616697,52.86414731904537,13461,1900755.7967986348,21376607.719239194,141.20465023390796,1588.0400950329986
5067,jackson,17622547.297856446,1007.2905000203742,738064.1494145762,42.18714772303951,405174.3003148038,23.15943414202937,971842.9964712892,55.54975687175131,17495,2115081.4462006693,19737628.744057115,120.8963387368202,1128.1868387571944
5069,jefferson,38082364.61841745,526.1085116863638,2139003.260674284,29.550366245413883,1794643.9636233062,24.79303672892597,4394970.688362815,60.71659443756048,72385,8328617.912660405,46410982.531077854,115.05999741190033,641.1685090982642
5071,johnson,20150927.243604068,774.291152491991,876330.3270515272,33.67263504520758,693716.2607194176,26.655764100650053,1600411.9207241626,61.4951746675951,26025,3170458.5084951073,23321385.752099175,121.82357381345273,896.1147263054438
5073,lafayette,8733431.559529325,1225.40080812815,351956.71699060255,49.38357190832083,172314.49833812108,24.177704270818168,343797.43059016205,48.23873026380834,7127,868068.6459188857,9601500.20544821,121.80000644294735,1347.2008145710972
5075,lawrence,12815760.083669607,757.6565228300093,463326.2581279746,27.391442987169647,457288.3245587753,27.03448563752736,1074075.5702213678,63.498407935049826,16915,1994690.1529081175,14810450.236577723,117.92433655974682,875.580859389756
5077,lee,15062512.623740068,1539.9767532706337,508642.8776811618,52.003156904320804,264424.3040206551,27.03448563752736,477953.57341540715,48.865512055557424,9781,1251020.755117224,16313533.378857292,127.90315459740559,1667.8799078680393
5079,lincoln,5405602.073741682,387.91546994916985,349871.13152384624,25.107365017857642,345490.9668175835,24.793036728925976,894343.0048533235,64.17962001100275,13935,1589705.1031947532,6995307.176936435,114.08002175778638,501.9954917069562
5081,little river,11044052.970464073,875.4005208040642,274936.8065714801,21.79270819368105,305025.91708064196,24.177704270818165,850451.2722742482,67.41053204456628,12616,1430413.9959263704,12474466.966390444,113.3809445090655,988.7814653131297
5083,logan,22199638.640896108,1012.0646747616188,1199997.9158117461,54.70699411040557,551292.6754089418,25.133014607200447,1362434.9088179274,62.112373321993495,21935,3113725.5000386154,25313364.140934724,141.9523820395995,1154.0170568012184
5085,lonoke,78208207.04479474,1097.2124615215525,2226934.8915254655,31.24251029792036,1733163.379597802,24.315203350184515,6370267.109006824,89.3708821533246,71279,10330365.380130092,88538572.42492484,144.92859580142948,1242.141057322982
5087,madison,9946199.764359565,631.0640038296787,1046636.787971392,66.40675007749458,381807.336955798,24.224816760091237,946136.3530611662,60.03022353030685,15761,2374580.4779883563,12320780.242347922,150.66179036789265,781.7257941975713
5089,marion,17159758.277928554,1046.0715848529965,1102158.1997660822,67.18838086845173,379907.3576658497,23.15943414202936,796859.2254091281,48.57712907883005,16404,2278924.78284106,19438683.060769614,138.92494408931114,1184.9965289423076
