state,state_code,state_name,county_code,county,county.name,state.name,region,death_cost,death_cost_pc,health_cost,health_cost_pc,criminal_cost,criminal_cost_pc,productivity_cost,productivity_cost_pc,total_population,nonfatal_cost,total_cost,per_capita_nf_cost,per_capita_total_cost,X17
GA,13,Georgia,163,Jefferson County,jefferson,georgia,13163,22955312.05,1438.843679,228369.4216,14.3142423,463505.4243,29.05261529,790247.4288,49.53287131,15954,1482122.275,24437434.32,92.89972889,1531.743407,13163
GA,13,Georgia,165,Jenkins County,jenkins,georgia,13165,13717783.57,1536.318017,420896.8436,47.13818385,259410.8019,29.05261529,398164.5287,44.59228679,8929,1078472.174,14796255.75,120.7830859,1657.101103,13165
GA,13,Georgia,167,Johnson County,johnson,georgia,13167,15721438.11,1604.228378,351492.9553,35.86662809,274032.9466,27.96254557,478746.082,48.85164103,9800,1104271.984,16825710.09,112.6808147,1716.909193,13167
GA,13,Georgia,169,Jones County,jones,georgia,13169,29166496.07,1021.951509,813889.3869,28.51749779,829161.6403,29.05261529,2360024.877,82.6918317,28540,4003075.904,33169571.97,140.2619448,1162.213454,13169
GA,13,Georgia,171,Lamar County,lamar,georgia,13171,20798122.65,1137.628413,641185.3955,35.0719503,460188.3348,25.17166255,985123.291,53.88487534,18282,2086497.021,22884619.68,114.1284882,1251.756902,13171
GA,13,Georgia,173,Lanier County,lanier,georgia,13173,14602821.42,1405.739452,270695.1441,26.05844667,279323.6708,26.88907112,533854.7209,51.39148257,10388,1083873.536,15686694.96,104.3390004,1510.078452,13173
GA,13,Georgia,175,Laurens County,laurens,georgia,13175,56103688.85,1182.349979,1944702.773,40.98338861,1326850.75,27.96254557,2630526.997,55.43670306,47451,5902080.52,62005769.37,124.3826372,1306.732616,13175
GA,13,Georgia,177,Lee County,lee,georgia,13177,28339599.08,970.0027069,1373518.841,47.01255617,785591.1019,26.88907112,2702747.922,92.50917037,29216,4861857.864,33201456.95,166.4107977,1136.413505,13177
GA,13,Georgia,179,Liberty County,liberty,georgia,13179,59360446.9,955.5770589,1529252.02,24.61770798,1737033.331,27.96254557,3802319.298,61.20926107,62120,7068604.648,66429051.55,113.7895146,1069.366574,13179
GA,13,Georgia,181,Lincoln County,lincoln,georgia,13181,9834913.102,1266.080471,366293.9644,47.15421787,225680.7156,29.05261529,486005.2757,62.56504579,7768,1077979.956,10912893.06,138.7718789,1404.85235,13181
GA,13,Georgia,183,Long County,long,georgia,13183,18965014.49,1062.049308,840417.0169,47.06372946,499327.1762,27.96254557,1181055.854,66.13965693,17857,2520800.047,21485814.53,141.165932,1203.21524,13183
GA,13,Georgia,185,Lowndes County,lowndes,georgia,13185,124647980.8,1093.969518,7231267.465,63.46501668,3063767.653,26.88907112,6032985.325,52.94832698,113941,16328020.44,140976001.2,143.3024148,1237.271932,13185
GA,13,Georgia,187,Lumpkin County,lumpkin,georgia,13187,70112274.77,2221.062336,2457084.695,77.83713038,830291.8745,26.30252715,1837821.684,58.21971311,31567,5125198.253,75237473.02,162.3593706,2383.421707,13187
GA,13,Georgia,189,McDuffie County,mcduffie,georgia,13189,27420359.02,1276.077765,653324.9404,30.4041763,624282.5973,29.05261529,1231086.575,57.29181755,21488,2508694.113,29929053.13,116.7486091,1392.826374,13189
GA,13,Georgia,191,McIntosh County,mcintosh,georgia,13191,17648734.05,1255.154971,180264.4267,12.82017116,393181.3532,27.96254557,835225.9797,59.40018347,14061,1408671.76,19057405.81,100.1829002,1355.337872,13191
GA,13,Georgia,193,Macon County,macon,georgia,13193,20585423.86,1505.33264,644213.3805,47.10883953,344222.4854,25.17166255,601511.0997,43.98618645,13675,1589946.966,22175370.82,116.2666885,1621.599329,13193
GA,13,Georgia,195,Madison County,madison,georgia,13195,33338956.26,1165.697771,2950228.137,103.15483,830904.7973,29.05261529,2079240.811,72.70072767,28600,5860373.745,39199330,204.9081729,1370.605944,13195
GA,13,Georgia,197,Marion County,marion,georgia,13197,11483173.7,1341.805761,403619.0758,47.16278053,215419.0881,25.17166255,448020.2188,52.35104215,8558,1067058.383,12550232.08,124.6854852,1466.491246,13197
GA,13,Georgia,199,Meriwether County,meriwether,georgia,13199,28619286.26,1353.029797,995385.5922,47.05869857,532431.0063,25.17166255,938565.285,44.37241325,21152,2466381.884,31085668.14,116.6027744,1469.632571,13199
GA,13,Georgia,201,Miller County,miller,georgia,13201,7507585.069,1275.932201,277706.3053,47.19685679,158215.2945,26.88907112,332988.077,56.59212729,5884,768909.6768,8276494.746,130.6780552,1406.610256,13201
GA,13,Georgia,205,Mitchell County,mitchell,georgia,13205,31682697.04,1403.5039,950133.05,42.08970719,606993.8915,26.88907112,1076609.134,47.69243971,22574,2633736.076,34316433.12,116.671218,1520.175118,13205
GA,13,Georgia,207,Monroe County,monroe,georgia,13207,28229190.92,1053.524572,1005805.488,37.5370587,778464.8267,29.05261529,2336151.337,87.186092059999993,26795,4120421.651,32349612.57,153.7757661,1207.300338,13207
GA,13,Georgia,209,Montgomery County,montgomery,georgia,13209,11462371.87,1278.997085,422495.7022,47.14301519,250600.3334,27.96254557,503054.0297,56.13189352,8962,1176150.065,12638521.94,131.2374543,1410.234539,13209
GA,13,Georgia,211,Morgan County,morgan,georgia,13211,18847663.11,1046.336707,563976.5007,31.30941546,523324.7592,29.05261529,1470298.958,81.62432456,18013,2557600.218,21405263.33,141.9863553,1188.323063,13211
GA,13,Georgia,213,Murray County,murray,georgia,13213,55058162.47,1395.856467,2445700.516,62.00437369,1037476.881,26.30252715,2376189.411,60.24210048,39444,5859366.808,60917529.27,148.5490013,1544.405468,13213
GA,13,Georgia,215,Muscogee County,muscogee,georgia,13215,96191267.76,484.2321694,6893135.169,34.70042421,5000275.251,25.17166255,10752854.98,54.1304675,198647,22646265.4,118837533.2,114.0025543,598.2347237,13215
GA,13,Georgia,217,Newton County,newton,georgia,13217,82449658.08,784.9208705,4668911.157,44.44804132,2575292.83,24.51679166,6865315.13,65.35781049,105042,14109519.12,96559177.2,134.3226435,919.243514,13217
GA,13,Georgia,219,Oconee County,oconee,georgia,13219,27867692.61,774.7051209,1162807.54,32.32535139,1045080.677,29.05261529,4774227.898,132.7206688,35972,6982116.115,34849808.72,194.0986355,968.8037563,13219
GA,13,Georgia,221,Oglethorpe County,oglethorpe,georgia,13221,18769958.13,1280.876084,278727.1976,19.02055395,425737.0244,29.05261529,1042896.832,71.16806553,14654,1747361.054,20517319.19,119.2412348,1400.117319,13221
GA,13,Georgia,223,Paulding County,paulding,georgia,13223,144286901.6,946.7706589,5436292.251,35.67144306,4008478.835,26.30252715,14328135.31,94.01725279,152399,23772906.39,168059808,155.991223,1102.761882,13223
GA,13,Georgia,225,Peach County,peach,georgia,13225,28516692.93,1055.118694,2086158.501,77.18794171,680314.5238,25.17166255,1498192.734,55.4331866,27027,4264665.759,32781358.69,157.7927909,1212.911485,13225
GA,13,Georgia,227,Pickens County,pickens,georgia,13227,59048276.64,1946.02632,1047304.599,34.515525770000004,798097.5813,26.30252715,2421795.905,79.81399022,30343,4267198.085,63315474.73,140.6320431,2086.658364,13227
GA,13,Georgia,229,Pierce County,pierce,georgia,13229,24129432.29,1260.61503,2493637.163,130.2772667,535231.0847,27.96254557,1192281.422,62.28940088,19141,4221149.67,28350581.96,220.5292132,1481.144243,13229
GA,13,Georgia,231,Pike County,pike,georgia,13231,17380662.48,969.9571675,295022.565,16.46423154,451051.0213,25.17166255,1365972.575,76.23040209,17919,2112046.161,19492708.65,117.8662962,1087.823464,13231
GA,13,Georgia,233,Polk County,polk,georgia,13233,46419972.74,1120.064973,3747694.025,90.42790333,1090081.935,26.30252715,2361550.367,56.98171912,41444,7199326.328,53619299.07,173.7121496,1293.777123,13233
GA,13,Georgia,235,Pulaski County,pulaski,georgia,13235,15777363.27,1384.465011,529199.3006,46.43728507,318661.1693,27.96254557,654536.0596,57.43559666,11396,1502396.529,17279759.8,131.8354273,1516.300439,13235
GA,13,Georgia,237,Putnam County,putnam,georgia,13237,23658585.62,1103.993729,830120.7184,38.73638443,622597.5456,29.05261529,1434614.01,66.94419083,21430,2887332.274,26545917.89,134.7331906,1238.72692,13237
GA,13,Georgia,239,Quitman County,quitman,georgia,13239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,13,Georgia,241,Rabun County,rabun,georgia,13241,20004497.6,1223.217415,1604726.238,98.12438781,430151.529,26.30252715,892888.2255,54.59754345,16354,2927765.993,22932263.59,179.0244584,1402.241873,13241
GA,13,Georgia,243,Randolph County,randolph,georgia,13243,11349495.83,1575.00636,339997.7096,47.18258529,181387.0004,25.17166255,266751.8088,37.01801399,7206,788136.5187,12137632.35,109.3722618,1684.378622,13243
GA,13,Georgia,245,Richmond County,richmond,georgia,13245,226736559.7,1124.863866,10009180.34,49.65659399,5856077.558,29.05261529,12613940.12,62.57908058,201568,28479198.01,255215757.7,141.2882899,1266.152156,13245
GA,13,Georgia,247,Rockdale County,rockdale,georgia,13247,55491740.85,627.1528769,1762445.547,19.9186902,2169294.76,24.51679166,6470743.923,73.13062457,88482,10402484.23,65894225.08,117.5661064,744.7189833,13247
GA,13,Georgia,249,Schley County,schley,georgia,13249,6366384.312,1231.885509,244037.5934,47.22089655,130087.1521,25.17166255,274978.7843,53.2079691,5168,649103.5297,7015487.841,125.6005282,1357.486037,13249
GA,13,Georgia,251,Screven County,screven,georgia,13251,18504553.41,1318.269816,660948.2324,47.08614607,407811.5608,29.05261529,776433.1047,55.31332227,14037,1845192.898,20349746.3,131.4520836,1449.7219,13251
GA,13,Georgia,253,Seminole County,seminole,georgia,13253,11535392.28,1349.3265040000001,403118.0695,47.15382729,229874.669,26.88907112,386850.2133,45.25093149,8549,1019842.952,12555235.23,119.2938299,1468.620334,13253
GA,13,Georgia,255,Spalding County,spalding,georgia,13255,44205589.53,688.6463973,2200091.578,34.27361007,1615819.363,25.17166255,3541884.765,55.17642019,64192,7357795.705,51563385.24,114.6216928,803.2680901,13255
GA,13,Georgia,257,Stephens County,stephens,georgia,13257,34339798.61,1340.089702,1405868.483,54.86316032,674002.2582,26.30252715,1247230.169,48.67239685,25625,3327100.911,37666899.52,129.8380843,1469.927786,13257
GA,13,Georgia,259,Stewart County,stewart,georgia,13259,9614122.435,1648.512077,275311.0058,47.20696259,146801.136,25.17166255,216997.7677,37.20812204,5832,639109.9096,10253232.34,109.5867472,1758.098824,13259
GA,13,Georgia,261,Sumter County,sumter,georgia,13261,38970197.88,1269.925306,262103.1028,8.541177137,772442.8088,25.17166255,1311247.774,42.7297479,30687,2345793.685,41315991.56,76.44258759,1346.367894,13261
GA,13,Georgia,263,Talbot County,talbot,georgia,13263,8313162.888,1294.280381,303138.8704,47.19583845,161677.5886,25.17166255,308471.167,48.02602631,6423,773287.6259,9086450.514,120.3935273,1414.673908,13263
GA,13,Georgia,265,Taliaferro County,taliaferro,georgia,13265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,13,Georgia,267,Tattnall County,tattnall,georgia,13267,35208116.49,1386.037182,892811.0413,35.14727349,710304.5825,27.96254557,1448607.457,57.02729929,25402,3051723.08,38259839.57,120.1371184,1506.1743,13267
GA,13,Georgia,269,Taylor County,taylor,georgia,13269,12165088.09,1471.523901,240580.7848,29.10134085,208094.1343,25.17166255,339599.1594,41.07888707,8267,788274.0785,12953362.17,95.35189047,1566.875792,13269
GA,13,Georgia,271,Telfair County,telfair,georgia,13271,25735709.14,1575.109195,506080.7595,30.97379029,456880.032,27.96254557,882137.956,53.98971516,16339,1845098.748,27580807.89,112.926051,1688.035246,13271
GA,13,Georgia,273,Terrell County,terrell,georgia,13273,13204023.09,1470.708742,423296.4548,47.14819055,241410.0805,26.88907112,413217.3652,46.02554748,8978,1077923.901,14281946.99,120.0628091,1590.771551,13273
GA,13,Georgia,275,Thomas County,thomas,georgia,13275,53617709.65,1193.919028,1539947.62,34.29040102,1207561.295,26.88907112,2500988.565,55.69014151,44909,5248497.48,58866207.13,116.8696137,1310.788642,13275
GA,13,Georgia,277,Tift County,tift,georgia,13277,47219551.13,1165.023097,1760150.499,43.42726552,1089840.942,26.88907112,2168409.646,53.50002827,40531,5018401.086,52237952.22,123.8163649,1288.839462,13277
GA,13,Georgia,279,Toombs County,toombs,georgia,13279,34671999.83,1276.583204,672145.628,24.7476299,759462.7376,27.96254557,1380079.501,50.81294188,27160,2811687.867,37483687.7,103.5231173,1380.106322,13279
GA,13,Georgia,281,Towns County,towns,georgia,13281,13210704.8,1182.377589,721699.0535,64.59313107,293878.1358,26.30252715,492558.9443,44.08475292,11173,1508136.134,14718840.94,134.9804111,1317.358,13281
GA,13,Georgia,283,Treutlen County,treutlen,georgia,13283,11224437.33,1662.387045,605679.7646,89.70375661,188803.1077,27.96254557,314633.8696,46.59861812,6752,1109116.742,12333554.07,164.2649203,1826.651966,13283
GA,13,Georgia,285,Troup County,troup,georgia,13285,70061705.56,1009.054852,3307784.734,47.63995123,1747744.046,25.17166255,3838268.583,55.28017777,69433,8893797.363,78955502.92,128.0917916,1137.146644,13285
GA,13,Georgia,287,Turner County,turner,georgia,13287,12643919.84,1573.409637,224665.1769,27.95733909,216080.5755,26.88907112,349937.2783,43.54620188,8036,790683.0308,13434602.87,98.39261209,1671.802249,13287
GA,13,Georgia,289,Twiggs County,twiggs,georgia,13289,13142677.27,1579.079331,205915.8592,24.74058143,241804.917,29.05261529,484628.9074,58.2276712,8323,932349.6836,14075026.95,112.0208679,1691.100199,13289
GA,13,Georgia,291,Union County,union,georgia,13291,23694229.55,1064.33517,655344.4767,29.43780778,585546.8594,26.30252715,1316676.425,59.14457035,22262,2557567.761,26251797.31,114.8849053,1179.220075,13291
GA,13,Georgia,293,Upson County,upson,georgia,13293,36977948.77,1409.166906,1234217.475,47.03393451,660529.5971,25.17166255,1154886.075,44.01074939,26241,3049633.147,40027581.92,116.2163465,1525.383252,13293
GA,13,Georgia,295,Walker County,walker,georgia,13295,76820078.71,1119.679324,5069074.432,73.88352011,1804590.085,26.30252715,3886991.977,56.65425786,68609,10760656.49,87580735.21,156.8403051,1276.519629,13295
GA,13,Georgia,297,Walton County,walton,georgia,13297,75578853.24,852.1207874,5516195.695,62.19285975,2576821.713,29.05261529,7344915.535,82.81093111,88695,15437932.94,91016786.18,174.0564061,1026.177194,13297
GA,13,Georgia,299,Ware County,ware,georgia,13299,48604479.03,1361.927792,3870527.377,108.4545891,997927.3262,27.96254557,1790573.516,50.17298576,35688,6659028.219,55263507.25,186.5901205,1548.517912,13299
GA,13,Georgia,301,Warren County,warren,georgia,13301,7766463.295,1435.57547,255329.7452,47.19588636,157174.6487,29.05261529,307629.7783,56.86317528,5410,720134.1722,8486597.468,133.1116769,1568.687147,13301
GA,13,Georgia,303,Washington County,washington,georgia,13303,27586237.26,1345.276371,2168342.347,105.7418486,595752.9291,29.05261529,1119271.37,54.58262803,20506,3883366.646,31469603.91,189.3770919,1534.653463,13303
GA,13,Georgia,305,Wayne County,wayne,georgia,13305,37030662.98,1241.265142,1348515.571,45.2021443,834206.6219,27.96254557,1864341.715,62.49259931,29833,4047063.908,41077726.89,135.6572892,1376.922431,13305
GA,13,Georgia,307,Webster County,webster,georgia,13307,3561914.603,1355.886792,124254.4036,47.29897358,66125.95753,25.17166255,120123.7286,45.72658111,2627,310504.0897,3872418.693,118.1972172,1474.084009,13307
GA,13,Georgia,309,Wheeler County,wheeler,georgia,13309,12369022.66,1555.460596,374990.7154,47.1567801,222358.1623,27.96254557,362390.8932,45.57229542,7952,959739.7709,13328762.43,120.6916211,1676.152217,13309
GA,13,Georgia,311,White County,white,georgia,13311,32980958.24,1156.86128,1879192.552,65.91576528,749858.7465,26.30252715,1689716.583,59.26958444,28509,4318767.882,37299726.13,151.4878769,1308.349157,13311
GA,13,Georgia,313,Whitfield County,whitfield,georgia,13313,82449658.08,793.0673228,6512334.744,62.64088901,2734489.63,26.30252715,6529938.78,62.81021883,103963,15776763.15,98226421.24,151.753635,944.8209578,13313
GA,13,Georgia,315,Wilcox County,wilcox,georgia,13315,12147143.21,1365.461242,419391.832,47.143866010000004,248754.8054,27.96254557,471597.944,53.01235881,8896,1139744.581,13286887.79,128.1187704,1493.580013,13315
GA,13,Georgia,317,Wilkes County,wilkes,georgia,13317,14410360.82,1454.857226,424858.1538,42.89330175,287766.1544,29.05261529,472887.3382,47.74228553,9905,1185511.646,15595872.47,119.6882026,1574.545428,13317
GA,13,Georgia,319,Wilkinson County,wilkinson,georgia,13319,10589353.18,1157.685928,432749.1545,47.3105012,265744.272,29.05261529,641409.2605,70.12236367,9147,1339902.687,11929255.87,146.4854802,1304.171408,13319
GA,13,Georgia,321,Worth County,worth,georgia,13321,27764928.79,1334.275015,529971.2085,25.46836506,559534.6809,26.88907112,1137977.414,54.68679003,20809,2227483.303,29992412.1,107.0442262,1441.319242,13321
HI,15,Hawaii,001,Hawaii County,hawaii,hawaii,15001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HI,15,Hawaii,003,Honolulu County,honolulu,hawaii,15003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HI,15,Hawaii,005,Kalawao County,kalawao,hawaii,15005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HI,15,Hawaii,007,Kauai County,kauai,hawaii,15007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HI,15,Hawaii,009,Maui County,maui,hawaii,15009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,16,Idaho,001,Ada County,ada,idaho,16001,203177670.7,466.9495116,44533717.17,102.348833,12155217.38,27.93551477,39949381.92,91.81296506,435117,96638316.47,299815987.1,222.0973128,689.0468245,16001
ID,16,Idaho,003,Adams County,adams,idaho,16003,4053682.143,1027.288936,456229.8475,115.6183091,94577.66545,23.96798415,199342.79810000001,50.51768832,3946,750150.3111,4803832.454,190.1039815,1217.392918,16003
ID,16,Idaho,005,Bannock County,bannock,idaho,16005,106668277.1,1268.154472,10789313.77,128.2716556,2272328.601,27.0151891,5436383.483,64.63190569,84113,18498025.85,125166302.9,219.9187504,1488.073222,16005
ID,16,Idaho,007,Bear Lake County,bear lake,idaho,16007,5513889.708,927.9518189,686078.2826,115.4625181,160524.2537,27.0151891,335701.4726,56.49637709,5942,1182304.009,6696193.717,198.9740843,1126.925903,16007
ID,16,Idaho,009,Benewah County,benewah,idaho,16009,9168358.973,1013.07834,1044352.941,115.398115,208138.2104,22.99869728,462436.5539,51.09796176,9050,1714927.705,10883286.68,189.4947741,1202.573114,16009
ID,16,Idaho,011,Bingham County,bingham,idaho,16011,36275343.5,799.5623333,5213698.582,114.9176438,1131523.296,24.94045045,2713208.868,59.80314462,45369,9058430.747,45333774.25,199.6612389,999.2235722,16011
ID,16,Idaho,013,Blaine County,blaine,idaho,16013,15582802.29,721.9942683,2485187.115,115.1455829,508212.6727,23.54689676,1803659.894,83.56854439,21583,4797059.682,20379861.98,222.261024,944.2552924,16013
ID,16,Idaho,015,Boise County,boise,idaho,16015,6239818.788,895.4963818,804151.4572,115.4063515,194654.6669,27.93551477,520047.2442,74.63364584,6968,1518853.368,7758672.157,217.9755121,1113.471894,16015
ID,16,Idaho,017,Bonner County,bonner,idaho,16017,35053132.68,837.4897307,4811961.799,114.9674304,962610.4745,22.99869728,2383388.204,56.94393033,41855,8157960.478,43211093.16,194.910058,1032.399789,16017
ID,16,Idaho,019,Bonneville County,bonneville,idaho,16019,59988497.56,543.3543854,10996053.79,99.59832785,2753525.491,24.94045045,7789701.912,70.55633774,110404,21539281.19,81527778.75,195.095116,738.4495014,16019
ID,16,Idaho,021,Boundary County,boundary,idaho,16021,10879747.34,960.8537794,1305938.198,115.3349994,260414.2493,22.99869728,543016.2797,47.95692658,11323,2109368.727,12989116.07,186.2906233,1147.144403,16021
ID,16,Idaho,023,Butte County,butte,idaho,16023,2689658.603,1029.337391,302379.7826,115.7213098,65169.39702,24.94045045,142641.1796,54.58904692,2613,510190.3592,3199848.963,195.2508072,1224.588198,16023
ID,16,Idaho,025,Camas County,camas,idaho,16025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,16,Idaho,027,Canyon County,canyon,idaho,16027,68337031.57,330.0875324,16906670.68,81.66408576,4962019.855,23.96798415,11510566.78,55.59935073,207027,33379257.32,101716288.9,161.2314206,491.318953,16027
ID,16,Idaho,029,Caribou County,caribou,idaho,16029,6247885.128,910.5049735,792025.375,115.4219433,185378.2276,27.0151891,481749.9521,70.20547247,6862,1459153.555,7707038.683,212.6426049,1123.147578,16029
ID,16,Idaho,031,Cassia County,cassia,idaho,16031,20081854.99,855.5664192,2702143.52,115.1219973,552692.7607,23.54689676,1223824.83,52.13977635,23472,4478661.111,24560516.1,190.8086704,1046.37509,16031
ID,16,Idaho,033,Clark County,clark,idaho,16033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,16,Idaho,035,Clearwater County,clearwater,idaho,16035,8809874.368,1032.447483,984565.528,115.38328,215451.9561,25.24926241,490627.8549,57.49769775,8533,1690645.339,10500519.71,198.1302401,1230.577723,16035
ID,16,Idaho,037,Custer County,custer,idaho,16037,4098370.675,989.7055481,478663.5299,115.5912895,103278.4053,24.94045045,228846.3367,55.26354423,4141,810788.2718,4909158.946,195.7952842,1185.500832,16037
ID,16,Idaho,039,Elmore County,elmore,idaho,16039,24697016.57,941.4843159,3017556.719,115.0334217,732804.4235,27.93551477,1604271.345,61.15703509,26232,5354632.487,30051649.06,204.1259716,1145.610288,16039
ID,16,Idaho,041,Franklin County,franklin,idaho,16041,11528549.47,878.7004169,1511941.383,115.2394347,354439.281,27.0151891,859475.5404,65.50880643,13120,2725856.205,14254405.67,207.7634302,1086.463847,16041
ID,16,Idaho,043,Fremont County,fremont,idaho,16043,11754788.48,912.0015893,1485731.586,115.2712845,321457.4658,24.94045045,705710.2512,54.75290955,12889,2512899.303,14267687.79,194.9646445,1106.966234,16043
ID,16,Idaho,045,Gem County,gem,idaho,16045,16840145.62,999.4151706,1941275.813,115.2092471,403860.5329,23.96798415,822377.1423,48.80576512,16850,3167513.489,20007659.11,187.9829964,1187.398167,16045
ID,16,Idaho,047,Gooding County,gooding,idaho,16047,13837830.16,915.8060991,1741365.03,115.2458656,355793.61,23.54689676,784559.8993,51.92322299,15110,2881718.539,16719548.7,190.7159854,1106.522085,16047
ID,16,Idaho,049,Idaho County,idaho,idaho,16049,15874337.9,975.3817452,1874904.763,115.2015215,410931.7457,25.24926241,829626.7757,50.97553153,16275,3115463.284,18989801.19,191.4263155,1166.808061,16049
ID,16,Idaho,051,Jefferson County,jefferson,idaho,16051,21576039.18,787.1594008,3153770.512,115.0591212,683617.7468,24.94045045,1941795.882,70.84260788,27410,5779184.141,27355223.32,210.8421795,998.0015803,16051
ID,16,Idaho,053,Jerome County,jerome,idaho,16053,20130975.26,873.77817,2652416.276,115.127231,542496.9544,23.54689676,1249836.081,54.24871223,23039,4444749.311,24575724.57,192.92284,1066.70101,16053
ID,16,Idaho,055,Kootenai County,kootenai,idaho,16055,81271068.26,541.3451739,14678028.31,97.7700916,3452748.425,22.99869728,9139372.699,60.87720278,150128,27270149.44,108541217.7,181.6459917,722.9911655,16055
ID,16,Idaho,057,Latah County,latah,idaho,16057,33854148.19,874.852009,4448535.881,114.958159,977070.7073,25.24926241,1855003.727,47.93662885,38697,7280610.315,41134758.51,188.1440503,1062.996059,16057
ID,16,Idaho,059,Lemhi County,lemhi,idaho,16059,8288090.881,1068.741571,895038.3378,115.4143569,193413.1932,24.94045045,378651.2459,48.82672417,7755,1467102.777,9755193.658,189.1815315,1257.923102,16059
ID,16,Idaho,061,Lewis County,lewis,idaho,16061,3985767.749,1042.303282,442091.1881,115.6096203,96553.17944,25.24926241,183672.3253,48.03146583,3824,722316.6929,4708084.442,188.8903486,1231.19363,16061
ID,16,Idaho,063,Lincoln County,lincoln,idaho,16063,4796104.582,905.6088712,611906.4362,115.5412455,124704.3652,23.54689676,288214.5819,54.42118238,5296,1024825.383,5820929.965,193.5093247,1099.118196,16063
ID,16,Idaho,065,Madison County,madison,idaho,16065,34218189.77,894.8037387,4396399.924,114.9656108,953747.7656,24.94045045,1410403.8,36.88198006,38241,6760551.489,40978741.26,176.7880414,1071.59178,16065
ID,16,Idaho,067,Minidoka County,minidoka,idaho,16067,17744915.26,867.8068888,2354807.448,115.1607712,481486.9449,23.54689676,1094234.294,53.513023,20448,3930528.688,21675443.95,192.2206909,1060.02758,16067
ID,16,Idaho,069,Nez Perce County,nez perce,idaho,16069,33778087.1,844.1567228,4849222.591,121.1881489,1010323.986,25.24926241,2531163.178,63.25693952,40014,8390709.755,42168796.86,209.6943508,1053.851074,16069
ID,16,Idaho,071,Oneida County,oneida,idaho,16071,4198368.135,980.011236,495036.6967,115.5547845,115733.0701,27.0151891,229996.6495,53.68735983,4284,840766.4163,5039134.551,196.2573334,1176.268569,16071
ID,16,Idaho,073,Owyhee County,owyhee,idaho,16073,12450510.07,1093.685003,1312798.399,115.3196064,272851.5316,23.96798415,463993.2178,40.75836418,11384,2049643.148,14500153.22,180.0459547,1273.730958,16073
ID,16,Idaho,075,Payette County,payette,idaho,16075,20249157.84,886.6043979,2629310.927,115.1237325,547404.79,23.96798415,1227193.325,53.73235805,22839,4403909.043,24653066.89,192.8240747,1079.428473,16075
ID,16,Idaho,077,Power County,power,idaho,16077,7777057.984,1014.354765,884700.3986,115.3906872,207125.4549,27.0151891,435008.3007,56.73774627,7667,1526834.154,9303892.138,199.1436226,1213.498388,16077
ID,16,Idaho,079,Shoshone County,shoshone,idaho,16079,13741403.24,1100.192413,1440189.176,115.30738,287253.729,22.99869728,574536.5925,45.99972718,12490,2301979.498,16043382.74,184.3058045,1284.498218,16079
ID,16,Idaho,081,Teton County,teton,idaho,16081,7608141.548,706.0264985,1242706.519,115.3216888,268758.294,24.94045045,912018.0888,84.63419532,10776,2423482.901,10031624.45,224.8963346,930.9228331,16081
ID,16,Idaho,083,Twin Falls County,twin falls,idaho,16083,50429200.92,613.1358929,8504064.748,103.3953986,1936685.164,23.54689676,4643482.774,56.45709043,82248,15084232.69,65513433.6,183.3993858,796.5352787,16083
ID,16,Idaho,085,Valley County,valley,idaho,16085,8101076.338,801.7692337,1165008.286,115.301691,282260.4413,27.93551477,861942.993,85.3071054,10104,2309211.721,10410288.06,228.5443112,1030.313545,16085
ID,16,Idaho,087,Washington County,washington,idaho,16087,10209714.36,1021.379988,1153100.794,115.3562219,239583.9696,23.96798415,468695.8169,46.88833703,9996,1861380.581,12071094.94,186.2125431,1207.592531,16087
IL,17,Illinois,001,Adams County,adams,illinois,17001,121488933,1819.050608,4879013.072,73.05333481,1633175.43,24.4534929,3588692.54,53.73339931,66787,10100881.04,131589814,151.240227,1970.290835,17001
IL,17,Illinois,003,Alexander County,alexander,illinois,17003,18898733.86,2789.069341,474733.8851,70.06108103,174300.7669,25.72325368,241546.7164,35.64739027,6776,890581.3685,19789315.23,131.431725,2920.501066,17003
IL,17,Illinois,005,Bond County,bond,illinois,17005,32720889.13,1920.916352,1107450.717,65.01413156,438169.9032,25.72325368,1068721.677,62.7405,17034,2614342.297,35335231.43,153.4778852,2074.394237,17005
IL,17,Illinois,007,Boone County,boone,illinois,17007,93027114.07,1734.350909,2909868.511,54.25013071,1313972.336,24.49704195,3544475.463,66.0814248,53638,7768316.311,100795430.4,144.8285975,1879.179507,17007
IL,17,Illinois,009,Brown County,brown,illinois,17009,14758791.57,2173.286934,475852.4574,70.07104365,166063.6703,24.4534929,448658.2885,66.06660116,6791,1090574.416,15849365.98,160.5911377,2333.878071,17009
