region,county.name,state.name,death_cost,death_cost_pc,health_cost,health_cost_pc,criminal_cost,criminal_cost_pc,productivity_cost,productivity_cost_pc,total_population,nonfatal_cost,total_cost,per_capita_nf_cost,per_capita_total_cost
1055,etowah,alabama,244806921.0169807,2373.7241691907525,10179362.137285024,98.70226638953015,2313864.648620636,22.435952455306172,5721839.956259904,55.480742701197535,103132,18215066.742165565,263021987.75914627,176.6189615460339,2550.3431307367864
1057,fayette,alabama,22736370.36512808,1364.9739067736136,1303894.1776613775,78.27905251013853,373715.6600480348,22.435952455306165,842196.8951462506,50.561139169493345,16657,2519806.7328556627,25256177.097983744,151.27614413493802,1516.2500509085517
1059,franklin,alabama,37909429.31891225,1203.2065673949362,2305346.9712518845,73.16935827758545,706889.5540093313,22.43595245530616,1512772.7207581461,48.0138610708143,31507,4525009.246019362,42434438.564931616,143.61917180370588,1346.8257391986422
1061,geneva,alabama,50590073.5215075,1903.8865543243828,2670957.0966546657,100.51772906272262,644662.1574375688,24.26095730233211,1424483.917693471,53.60845693562664,26572,4740103.171785705,55330176.69329321,178.38714330068134,2082.2736976250644
1063,greene,alabama,9393362.401093269,1100.827657458487,448094.7912115483,52.513159640401774,201191.9396308827,23.578101445081764,305247.6507153564,35.77260643564472,8533,954534.3815577875,10347896.782651056,111.86386752112827,1212.691524979615
1065,hale,alabama,14737467.756884033,982.8254589452506,797199.6557886779,53.16436517430329,353553.63116900105,23.578101445081764,725372.025848343,48.37425980982614,14995,1876125.312806022,16613593.069690054,125.1167264292112,1107.9421853744618
1067,henry,alabama,22459431.046184137,1312.6493890230356,1196992.9236057058,69.95867467011723,415104.9794429023,24.260957302332105,1001040.7658619105,58.506181523197576,17110,2613138.6689105188,25072569.715094656,152.72581349564692,1465.3752025186825
1069,houston,alabama,137522574.78313863,1320.9606829747822,8495109.083070792,81.5990037563952,2525759.7428311915,24.260957302332113,6564609.665663607,63.05576579766788,104108,17585478.491565593,155108053.27470422,168.91572685639522,1489.8764098311774
1071,jackson,alabama,60937721.387003884,1164.5782476589818,4085422.7577598533,78.07634364866134,1173983.6481763502,22.43595245530616,2949729.559484979,56.372158381779215,52326,8209135.965421183,69146857.35242507,156.88445448574672,1321.4627021447286
1073,jefferson,alabama,1610076288.2270656,2441.5071243548746,71527057.9614431,108.46307275868604,17047177.225756377,25.850206571674367,52990530.59581561,80.354427252321,659460,141564765.78301507,1751641054.0100806,214.6677065826814,2656.1748309375557
1075,lamar,alabama,16442388.33449925,1172.697263711522,979075.704447223,69.82923503653255,314574.4893758478,22.435952455306168,707938.0910254648,50.49126959742278,14021,2001588.2848485354,18443976.619347785,142.7564570892615,1315.4537208007835
1077,lauderdale,alabama,100015670.75018077,1080.1994896876636,7081037.058823064,76.47734160085392,2077344.8378367973,22.43595245530616,5277889.825571004,57.0028061947403,92590,14436271.722230867,114451942.47241163,155.91610025090037,1236.115589938564
1079,lawrence,alabama,32348540.787063245,971.7778414763051,2110019.0473133516,63.38677743671448,746847.9853322316,22.435952455306165,2004822.5120311126,60.226583514513116,33288,4861689.544676696,37210230.33173994,146.04931340653377,1117.8271548828388
1081,lee,alabama,185380712.93506092,1183.8075629485936,12572571.09962819,80.28615554338965,3692259.9519954687,23.578101445081764,9934685.345675651,63.44109622582585,156597,26199516.39729931,211580229.33236024,167.30535321429727,1351.112916162891
1083,limestone,alabama,85168421.07415858,928.8229573494583,5983970.48873696,65.25950693862217,2057264.6603892988,22.435952455306165,6816264.297073468,74.3362702118269,91695,14857499.446199726,100025920.52035831,162.03172960575523,1090.8546869552135
1085,lowndes,alabama,14596819.850221165,1408.6874976086822,652309.1514648532,62.952050903768885,244316.28717393713,23.578101445081753,463651.06101461063,44.745325324706684,10362,1360276.4996534009,15957096.349874565,131.2754776735573,1539.9629752822395
1087,macon,alabama,21705535.353296533,1121.2695192321796,1087688.0462286905,56.188038342219784,456424.88777389267,23.578101445081757,746273.3134527149,38.55115783927652,19358,2290386.247455298,23995921.600751832,118.31729762657805,1239.5868168587576
1089,madison,alabama,178897365.35856283,506.48579004329633,22637288.13409055,64.08962335500264,7924670.074596057,22.435952455306165,30501660.05412592,86.35486251674179,353213,61063618.262812525,239960983.62137535,172.8804383270506,679.3662283703469
1091,marengo,alabama,19805288.93615731,1003.1549884089201,1115236.3060148058,56.48768201462826,465502.4568302492,23.578101445081764,944829.9339244765,47.85645210578314,19743,2525568.6967695314,22330857.63292684,127.92223556549315,1131.0772239744133
1093,marion,alabama,24566195.19113069,817.29307309637,1778188.406361851,59.15857363636473,674379.8589015926,22.43595245530616,1454262.9467832353,48.38189323252496,30058,3906831.2120466786,28473026.40317737,129.97641932419583,947.2694924205659
1095,marshall,alabama,100576212.32953991,1061.6248213973265,6990920.491555703,73.79214772906018,2125537.2637107954,22.435952455306165,5243922.893924486,55.351842913345074,94738,14360380.649190985,114936592.97873089,151.57994309771144,1213.2047644950378
1097,mobile,alabama,131819111.31683578,318.15158839575355,28812166.766288113,69.53951160985527,10051993.917160658,24.26095730233211,27405921.120370474,66.1454719940976,414328,66270081.80381924,198089193.120655,159.94594090628496,478.0975293020385
1099,monroe,alabama,25244591.263693817,1160.937744938782,1405689.5779984917,64.64426663593892,527554.516539212,24.26095730233212,1114719.7238001705,51.26326621293035,21745,3047963.8183378745,28292555.08203169,140.1684901512014,1301.1062350899833
1101,montgomery,alabama,226314480.75853607,996.4533319766471,14627116.812776504,64.40259251838897,5355058.400206969,23.57810144508176,14660877.59493746,64.55123985090464,227120,34643052.80792093,260957533.566457,152.53193381437538,1148.9852657910224
1103,morgan,alabama,131863356.47685957,1106.6354177837607,8997627.150335256,75.5106888419082,2673400.7867169166,22.435952455306165,7692167.222686259,64.5548916361293,119157,19363195.15973843,151226551.636598,162.50153293334364,1269.1369507171044
1105,perry,alabama,10137892.402727831,1047.3029341660983,526415.5918204904,54.38177601451348,228236.02198839147,23.578101445081764,282236.13131002156,29.156625135332806,9680,1036887.7451189035,11174780.147846734,107.11650259492805,1154.4194367610262
1107,pickens,alabama,24008329.81350913,1190.298949603824,1268972.139583401,62.913839344739756,521398.6665506719,25.850206571674363,1150038.828728639,57.01729443374512,20170,2940409.6348627117,26948739.448371843,145.78134035015924,1336.0802899539833
1109,pike,alabama,34493747.05236063,1036.252802966943,2068380.3497851838,62.137782010550175,784844.2628024365,23.578101445081757,1443238.8743768986,43.3574330632649,33287,4296463.486964519,38790210.53932515,129.07331651889683,1165.3261194858399
1111,randolph,alabama,31943106.25434186,1417.8032070280453,1686093.39776697,74.8377007442064,582405.1540598234,25.850206571674363,1356787.5684634047,60.22137454342675,22530,3625286.1202901984,35568392.37463206,160.90928185930753,1578.712488887353
1113,russell,alabama,115869830.7651033,1981.3582552172247,5847059.597968568,99.98391925390848,1378847.3725083817,23.578101445081767,3307014.66532052,56.54949838099384,58480,10532921.635797469,126402752.40090077,180.11151907998408,2161.469774297209
1115,st. clair,alabama,141234762.1251812,1624.5644791651564,7996282.426062096,91.97789693757659,2247339.4087216537,25.85020657167436,8163298.315585988,93.89901095719875,86937,18406920.150369737,159641682.27555093,211.7271144664497,1836.291593631606
1117,shelby,alabama,282469524.2503624,1353.3354298339045,15036321.559788134,72.04029091365092,5395480.965846445,25.850206571674367,25228913.30985007,120.87386180523316,208721,45660715.835484654,328130240.085847,218.76435929055847,1572.0997891244629
1119,sumter,alabama,8489830.803889168,648.8712017646873,519494.2749034328,39.704545620867684,308495.87930744974,23.57810144508176,449540.59816461307,34.35804021435441,13084,1277530.7523754956,9767361.556264665,97.64068728030385,746.5118890449912
1121,talladega,alabama,90967540.53288753,1124.6110737425518,5471777.6218206985,67.64634583400132,2090971.5091695955,25.85020657167436,5226696.750946488,64.616466607488,80888,12789445.881936781,103756986.4148243,158.11301901316364,1282.7240927557154
1123,tallapoosa,alabama,53306897.846093126,1307.952150507732,3089668.2615688248,75.80891798922428,960949.1024957523,23.57810144508176,2266791.8432584708,55.61860445722031,40756,6317409.207323048,59624307.05341618,155.00562389152637,1462.9577743992584
1125,tuscaloosa,alabama,131819111.31683578,644.8318754981595,14123725.661981694,69.09034977293123,5284402.628207959,25.85020657167436,14382469.552743971,70.35607146295919,204424,33790597.842933625,165609709.15976942,165.2966278075648,810.1285033057245
1127,walker,alabama,91708192.92230533,1412.4816012183735,5861923.482498983,90.28483500699221,1456699.0850656633,22.435952455306165,3449328.1207151646,53.12625133942989,64927,10767950.688279811,102476143.61058514,165.84703880172827,1578.3286400201016
1129,washington,alabama,21318634.09272439,1273.0582881120501,1192956.0581222712,71.23826932534762,406273.99098485353,24.260957302332113,927025.7172940358,55.35803877308228,16746,2526255.7664011605,23844889.85912555,150.857265400762,1423.915553512812
1131,wilcox,alabama,10239584.137204917,937.7767320455094,550296.3605264276,50.39805481513212,257449.28967884774,23.57810144508176,352946.2052168059,32.324041140837615,10919,1160691.8554220814,11400275.992626999,106.3001974010515,1044.0769294465608
1133,winston,alabama,27993618.532924067,1167.9580496046424,1759242.172137852,73.39962333685965,537744.9084487783,22.435952455306172,1246231.8028267804,51.99565265465539,23968,3543218.8834134107,31536837.41633748,147.8312284468212,1315.7892780514635
4001,apache,arizona,74145547.26710434,1035.5234108978009,6940532.423785226,96.93210278742531,1911963.7389020855,26.70265829030035,2523553.457616662,35.24417554840175,71602,11376049.620303975,85521596.88740832,158.87893662612743,1194.4023475239283
4003,cochise,arizona,221674826.66649902,1752.1485556490802,11650854.830590395,92.0899714707262,3242089.5928634745,25.62592551822279,5848672.965988176,46.228721790035856,126516,20741617.389442045,242416444.05594108,163.94461877898485,1916.0931744280651
4005,coconino,arizona,153535391.5190844,1107.447338188276,12123483.612647263,87.44641560201144,3702029.8427089495,26.702658290300345,7675561.015132223,55.36364958728946,138639,23501074.470488437,177036465.98957282,169.51272347960125,1276.9600616678772
4007,gila,arizona,126897693.4620609,2387.7635424228224,9531968.722575719,179.35777067599432,1361889.8116659503,25.625925518222793,2077342.439552213,39.08820095121297,53145,12971200.973793883,139868894.4358548,244.0718971454301,2631.8354395682527
4009,graham,arizona,67704259.99627152,1795.8689654183427,4354972.26510582,115.51650570572467,966097.3920369991,25.62592551822279,1814929.2320951133,48.14135894151494,37700,7135998.889237933,74840258.88550946,189.28379016546242,1985.1527555838054
4011,greenlee,arizona,18204845.039910104,1943.3011357717874,766577.6610872067,81.82938312203316,240063.67025471112,25.625925518222793,606746.3713235173,64.76797302770252,9368,1613387.7026654352,19818232.74257554,172.2232816679585,2115.5244174397462
4012,la paz,arizona,63273415.40788023,3089.974869750463,2621304.2078093686,128.01212129752253,524742.076836648,25.62592551822279,568569.7212071224,27.766260741667356,20477,3714616.005853139,66988031.41373337,181.40430755741266,3271.3791773078756
4013,maricopa,arizona,8462762500.385757,2036.5203859620674,522181657.43307376,125.6603373294998,122531647.2198127,29.486612377138812,304319644.37815756,73.23296141142971,4155501,949032949.031044,9411795449.416801,228.37991111806832,2264.9002970801357
4015,mohave,arizona,328638328.3780494,1605.5338455430349,41586060.180808045,203.16506432040512,5465793.828099869,26.702658290300352,8876319.066535443,43.36448142094886,204691,55928173.07544336,384566501.45349276,273.23220403165436,1878.7660495746895
4017,navajo,arizona,169499233.87340117,1570.8627631869767,12171694.69203918,112.80323526940354,2881270.234839988,26.702658290300345,4152563.038848929,38.48457895913819,107902,19205527.965728097,188704761.83912927,177.99047251884207,1748.8532357058189
4019,pima,arizona,2360184919.213901,2343.180458625655,123312592.14300692,122.42416001378687,28126736.830240585,27.92409169679693,52797312.556278124,52.41692294645569,1007257,204236641.52952564,2564421560.743427,202.7651746570395,2545.9456332826944
4021,pinal,arizona,482468740.391792,1189.7033819153173,44443433.662594214,109.59156294639999,10392260.956883518,25.625925518222797,22196656.98715105,54.7339872493781,405537,77032351.60662878,559501091.9984207,189.95147571400088,1379.654857629318
4023,santa cruz,arizona,68690725.33548008,1481.7447977798886,2455017.675190973,52.95779962877978,1187966.6551737722,25.625925518222793,1748898.6602844144,37.7259299427157,46358,5391882.99064916,74082608.32612924,116.30965508971828,1598.054452869607
4025,yavapai,arizona,286873305.09782225,1298.2337359385906,31651714.630675036,143.23857606699056,5900539.80772425,26.702658290300352,11363476.10750785,51.42495930483432,220972,48915730.54590713,335789035.6437294,221.3661936621252,1519.5999296007158
4027,yuma,arizona,331316434.7147828,1621.8661290809364,15048607.618027223,73.66621280504414,5234889.690788071,25.625925518222793,8274671.6991052255,40.50632070092287,204281,28558169.00792052,359874603.7227033,139.7984590241898,1761.664588105126
5001,arkansas,arkansas,28906135.77224683,1575.0945821843304,157941.7530545174,8.606241992944497,464415.3936745697,25.30598265445563,1098231.7268130842,59.84261806958828,18352,1720588.8735421714,30626724.645789,93.75484271698842,1668.8494249013188
5003,ashley,arkansas,29460069.947795086,1418.3269918537906,998008.0800659414,48.04814790168704,525630.5657156977,25.305982654455622,1248774.9429541829,60.121079531759804,20771,2772413.5887358217,32232483.53653091,133.47521008790244,1551.802201941693
5005,baxter,arkansas,52013901.13306274,1265.7606194014247,3282249.256579937,79.87368302581795,971380.2616277701,23.63858227989609,2102155.6936244825,51.15605318726991,41093,6355785.21183219,58369686.34489493,154.66831849298396,1420.4289378944086
5007,benton,arkansas,132312258.99838817,525.4176901966388,14479608.017903319,57.49914828233846,6226577.189941831,24.726006718774023,24068515.86794247,95.57711514810987,251823,44774701.07578762,177086960.07417578,177.80227014922235,703.2199603458611
5009,boone,arkansas,46724203.10271061,1255.6219257957275,1951238.9228602638,52.435744460396215,879638.9237994934,23.63858227989609,2031809.6874662128,54.60092678346267,37212,4862687.53412597,51586890.63683658,130.67525352375498,1386.2971793194824
5011,bradley,arkansas,17574331.099394154,1598.5383936141673,287237.53526553,26.12675416277333,278213.9733030852,25.30598265445563,552951.3834276564,50.29574162521888,10994,1118402.8919962714,18692733.991390426,101.72847844244782,1700.266872056615
5013,calhoun,arkansas,7829199.271040359,1507.3544996227106,251737.744228403,48.46702815333134,128177.11395525535,24.677919513911313,252421.3300743702,48.59863882833466,5194,632336.1882580286,8461535.459298387,121.74358649557732,1629.098086118288
5015,carroll,arkansas,39485791.13093592,1421.2724473017033,1371970.4218844029,49.383428906644696,686937.9186609797,24.726006718774016,1448185.1071988265,52.126740594587375,27782,3507093.4477442093,42992884.57868013,126.2361762200061,1547.5086235217093
5017,chicot,arkansas,17907394.10494278,1626.7618191263427,524166.6126869566,47.61687978624242,278568.25706024753,25.305982654455626,485721.0006227745,44.124364155411925,11008,1288455.8703699787,19195849.97531276,117.04722659610998,1743.8090457224525
5019,clark,arkansas,32586509.124840483,1448.6112080391413,407989.2014824088,18.136883817844357,612027.0483104499,27.207248202287172,1139799.0647044512,50.668995985972494,22495,2159815.3144973097,34746324.43933779,96.01312800610401,1544.6243360452452
5021,clay,arkansas,33431826.904572964,2200.91026363219,727116.7661087015,47.86812153447673,419149.9002533869,27.59380515163837,866071.5034483486,57.015898844525914,15190,2012338.1698104371,35444165.0743834,132.477825530641,2333.388089162831
5023,cleburne,arkansas,30962325.108818255,1220.8637320617584,1749006.6159202226,68.9644184346131,599498.0852004448,23.63858227989609,1421516.1820302801,56.05126698593431,25361,3770020.8831509473,34732345.991969205,148.65426770044348,1369.517999762202
5025,cleveland,arkansas,11422447.477374488,1370.913043371878,454799.47966170206,54.584671106781336,210849.44747692425,25.305982654455622,546836.3828678284,65.63086688284066,8332,1212485.3100064546,12634932.787380943,145.5215206440776,1516.4345640159556
5027,columbia,arkansas,34536804.794103965,1439.5133708779579,1735653.5259876177,72.34301125323515,592072.6449777604,24.67791951391132,1102767.4570735318,45.96396536651933,23992,3430493.62803891,37967298.42214288,142.9848961336658,1582.4982670116237
5029,conway,arkansas,30987040.322417237,1478.8126525922132,1117581.803802466,53.33501020342016,570100.6788307251,27.20724820228716,1406704.9353763096,67.13300254730885,20954,3094387.418009501,34081427.740426734,147.67526095301616,1626.4879135452293
5031,craighead,arkansas,141424146.75766048,1356.6385929211717,10614291.36243514,101.8196512329983,2876543.811837694,27.593805151638374,7481044.387341299,71.76337113502004,104246,20971879.561614133,162396026.3192746,201.1768275196567,1557.8154204408286
5033,crawford,arkansas,82948129.15244251,1335.3101169117745,6486279.369974773,104.41699592676594,1593538.357474612,25.65299437329339,4092880.638395849,65.88774188888824,62119,12172698.365845235,95120827.51828775,195.95773218894757,1531.267849100722
5035,crittenden,arkansas,97028989.93215132,1969.0123367862193,2812732.9160895585,57.078877310149736,1359767.530262436,27.593805151638378,2992400.9143117387,60.7248856348013,49278,7164901.360663733,104193891.29281504,145.39756809658942,2114.409904882809
5037,cross,arkansas,28910503.186860275,1684.3686312549682,891634.6132121299,51.94794996574982,473620.07162272104,27.593805151638374,1120200.363171954,65.26452826683489,17164,2485455.0480068047,31395958.23486708,144.80628338422306,1829.1749146391915
5039,dallas,arkansas,14814300.007579792,1953.1048131285158,422753.30271021975,55.735438722507546,187182.01951301727,24.677919513911306,364205.2087825957,48.01650742024993,7585,974140.5310058327,15788440.538585626,128.4298656566688,2081.5346787851845
5041,desha,arkansas,19494188.927753124,1611.8892779686723,567352.6536572214,46.91191116729133,306050.5542229863,25.305982654455622,557806.9573084154,46.12261925817889,12094,1431210.1651886231,20925399.092941746,118.34051307992584,1730.2297910485981
5043,drew,arkansas,30010331.825844035,1611.7256619679933,649740.3652153391,34.894756456248075,471197.3970259637,25.305982654455622,1022264.7551260547,54.90143690258081,18620,2143202.5173673574,32153534.34321139,115.1021760132845,1726.8278379812778
5045,faulkner,arkansas,105849807.19871053,872.7577645381057,4653849.056396803,38.37213318049507,3299749.4764697934,27.207248202287175,9619883.158249253,79.31830905038879,121282,17573481.69111585,123423288.88982639,144.89769043317102,1017.6554549712768
5047,franklin,arkansas,32750898.6529488,1839.6280768942763,869246.273383602,48.82583122977038,456700.2588277422,25.65299437329339,1050618.6937324016,59.0135760114813,17803,2376565.225943746,35127463.87889255,133.4924016145451,1973.1204785088214
5049,fulton,arkansas,21805949.55483048,1803.3368801546874,406639.12425418553,33.628773094127155,285837.73692850355,23.63858227989609,533126.3459311996,44.08917845941115,12092,1225603.2071138886,23031552.76194437,101.35653383343438,1904.6934139881218
5051,garland,arkansas,158774710.79806578,1620.249309121638,7252856.805087296,74.01327433401327,2666147.0803349293,27.207248202287172,6447791.726184161,65.79782156238302,97994,16366795.611606387,175141506.40967217,167.01834409868346,1787.2676532203213
5053,grant,arkansas,21302632.78527402,1178.5036946931855,894538.2320389095,49.487620714699574,457430.9424619399,25.305982654455626,1501480.864590162,83.06488518423113,18076,2853450.0390910115,24156082.824365035,157.85848855338634,1336.362183246572
5055,greene,arkansas,67944605.39291272,1537.3126092927737,1671474.961298342,37.81874247795873,1219563.406286961,27.593805151638367,3284218.2682191515,74.3086243007252,44197,6175256.635804455,74119862.02871718,139.7211719303223,1677.033781223096
5057,hempstead,arkansas,28856456.81456752,1302.539352467614,569483.6268787225,25.705679646055902,546714.6289111912,24.677919513911313,1183145.8534704763,53.40551834749826,22154,2299344.10926039,31155800.923827913,103.78911750746548,1406.3284699750795
5059,hot spring,arkansas,63492725.97091935,1896.4374543285348,1661182.2572808738,49.61715224853267,910898.6698125749,27.207248202287182,2594616.2818012047,77.49749945642786,33480,5166697.208894653,68659423.179814,154.3218999072477,2050.759354235782
5061,howard,arkansas,20476889.037753068,1519.9591031586303,1382200.2038121086,102.59799612619571,332460.93169141316,24.67791951391131,688961.8317038995,51.14027848158399,13472,2403622.967207421,22880512.00496049,178.416194121691,1698.3752972803213
5063,independence,arkansas,42266887.13679413,1139.3613267055052,2830369.419787778,76.296450381103,876920.4868373055,23.638582279896095,2198377.852417453,59.26025965488997,37097,5905667.759042537,48172554.895836666,159.19529231588908,1298.5566190213945
5065,izard,arkansas,20916639.400545627,1546.9742918826735,765507.3960743276,56.61618194470288,319617.2710064751,23.638582279896095,690674.7556461554,51.08163269330341,13521,1775799.4227269583,22692438.823272586,131.3363969179024,1678.310688800576
5067,jackson,arkansas,28776686.167586368,1651.0807371384685,614260.4001199775,35.243582541739485,411996.850556309,23.63858227989609,926122.1410142576,53.13684898813802,17429,1952379.391690544,30729065.559276912,112.0190138097736,1763.0997509482422
5069,jefferson,arkansas,108753551.41034365,1523.7351857193007,5061635.022947763,70.91806457550842,1806163.899996461,25.305982654455622,4117287.7309262482,57.686908647895535,71373,10985086.653870473,119738638.06421413,153.91095587785958,1677.6461415971603
5071,johnson,arkansas,40349299.68833233,1542.6992807620848,1433107.7159317527,54.79287768808078,711605.5767308212,27.20724820228718,1529624.3100941011,58.48305525116043,26155,3674337.6027566753,44023637.291089,140.4831811415284,1683.182461903613
5073,lafayette,arkansas,11157520.178956296,1582.4025214801159,341953.25173460046,48.49712831294858,174004.01049258868,24.677919513911316,325829.8314572226,46.210442697095814,7051,841787.0936844117,11999307.272640709,119.38549052395571,1701.7880120040716
5075,lawrence,arkansas,35839109.31959016,2136.2048828509364,865102.5453784923,51.56479378783408,462941.269029037,27.593805151638374,1019333.0690937825,60.75776772329871,16777,2347376.8835013118,38186486.20309147,139.91636666277117,2276.1212495137074
5077,lee,arkansas,12732607.856219046,1324.381928044419,362860.9612963213,37.74297496321212,265286.84272785136,27.593805151638378,447260.6237757548,46.52180401245629,9614,1075408.4277999275,13808016.284018973,111.8585841273068,1436.2405121717259
